Date,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,AMNSIL,Damodar Valley Corporation,Total
2013-01-01,,247.4,1.5,18.6,36.6,3.8,64.4,13.5,5.0,64.9,8.1,231.1,98.3,24.7,28.6,21.6,171.7,57.1,,162.0,353.1,1.5,5.4,1.2,1.5,67.5,5.5,91.5,175.6,1.7,245.3,,2.9,219.2,31.7,102.0,6.0,59.3,2629.7999999999997
2013-01-02,,253.0,1.7,17.5,40.5,3.8,64.2,13.8,5.3,65.0,8.4,237.5,104.6,25.0,38.4,21.4,174.6,57.7,,173.4,361.7,1.7,4.9,1.2,1.6,64.4,5.7,92.4,189.0,1.7,247.7,,2.9,214.9,33.0,101.4,6.0,57.9,2693.8999999999996
2013-01-03,,256.1,1.7,17.8,39.3,3.9,63.7,14.9,5.7,67.2,7.9,241.8,113.2,25.7,43.3,21.4,179.9,58.4,,176.4,357.7,1.8,4.9,1.2,1.6,63.7,5.9,94.7,196.0,1.7,253.8,,3.3,227.2,33.6,101.5,7.4,58.7,2753.0
2013-01-04,,252.6,1.7,18.7,40.3,3.7,63.4,15.2,5.8,63.5,8.0,242.2,110.7,26.0,37.4,21.0,177.2,58.8,,176.0,365.0,1.5,5.3,1.2,1.6,66.3,5.8,96.8,189.0,1.3,252.2,,2.5,229.2,34.1,118.5,7.7,60.0,2760.2000000000003
2013-01-05,,248.6,1.6,17.6,41.5,3.7,62.7,15.0,5.7,61.8,7.3,234.5,103.7,24.1,40.6,21.2,167.0,53.9,,162.5,356.7,1.5,5.1,1.2,1.7,64.2,5.3,89.1,183.1,1.4,243.9,,2.4,219.6,32.8,102.8,7.5,59.5,2650.7999999999997
2013-01-06,,251.5,1.6,20.0,40.9,3.8,60.3,15.0,5.8,66.0,8.6,238.7,100.4,24.9,39.6,18.9,176.6,57.8,,164.1,362.5,1.5,5.4,1.0,1.6,68.6,5.6,95.2,192.0,1.7,254.5,,2.6,225.0,33.6,107.5,7.8,56.2,2716.7999999999997
2013-01-07,,257.9,1.7,20.2,39.6,3.8,64.3,15.1,5.8,67.2,7.9,232.9,110.0,25.7,40.6,20.8,179.7,58.6,,170.8,365.9,1.6,5.3,1.2,1.6,62.8,5.5,92.8,192.9,1.8,262.3,,2.6,219.1,34.2,106.6,7.8,59.9,2746.4999999999995
2013-03-31,,253.7,1.4,16.0,32.7,3.1,72.7,13.2,5.9,56.1,7.2,249.9,91.6,21.0,33.8,19.6,158.0,56.0,,133.0,337.8,0.8,4.2,1.1,1.2,69.4,6.0,92.3,155.0,1.1,223.2,,3.5,195.0,27.3,126.6,,56.7,2526.0999999999995
2013-04-01,,248.5,1.2,16.8,30.3,3.5,76.3,12.8,5.5,61.0,7.5,246.1,92.4,21.2,31.8,19.8,159.4,57.6,,135.2,357.5,1.2,4.4,1.0,1.2,70.2,6.0,97.8,155.6,1.2,234.4,,2.9,192.4,27.6,137.0,,57.3,2574.6
2013-04-02,,249.0,1.1,16.3,29.5,3.6,65.5,12.8,5.8,62.1,8.6,250.8,93.3,22.3,29.2,19.4,164.6,59.5,,127.1,365.0,1.2,4.5,1.0,1.0,68.1,6.4,98.4,145.1,1.3,229.4,,2.6,192.4,29.0,136.2,,56.3,2558.4
2013-04-03,,249.0,0.9,16.1,27.6,3.5,62.1,13.4,6.0,62.0,8.2,251.4,95.3,23.3,29.5,16.5,163.7,62.0,,127.6,366.5,1.2,4.3,1.0,1.0,67.2,6.4,99.7,136.9,1.3,224.0,,3.1,197.3,28.5,140.4,,54.1,2551.0
2013-04-04,,253.9,1.0,15.2,29.4,3.5,74.0,13.8,6.1,63.0,8.2,256.1,102.0,23.8,30.7,17.8,161.8,61.4,,134.8,362.5,1.3,4.2,0.9,0.8,68.5,6.5,101.3,142.5,0.9,227.3,,3.0,194.8,29.4,134.0,,51.9,2586.3
2013-04-05,,246.0,1.0,15.1,26.0,3.6,71.5,13.3,6.1,64.6,8.1,260.5,93.3,23.1,28.4,17.3,163.3,60.5,,135.7,359.6,1.0,4.1,0.8,1.1,70.3,6.6,100.3,143.1,0.8,230.2,,2.8,187.3,28.8,135.9,,54.7,2564.8000000000006
2013-04-06,,248.9,1.0,15.6,28.7,3.5,72.6,14.0,5.8,62.6,7.9,262.3,90.8,23.7,27.0,19.3,161.1,59.4,,136.5,356.6,1.0,4.5,1.0,0.9,71.0,6.6,100.7,142.3,0.8,241.3,,2.6,197.7,29.6,134.5,,56.7,2588.5
2013-04-07,,246.5,0.9,16.1,30.0,3.3,73.1,13.9,6.0,60.1,7.9,252.2,89.7,22.1,28.5,17.6,161.2,56.3,,136.0,353.3,1.0,4.5,0.9,0.9,67.0,6.2,96.9,147.8,0.8,227.2,,3.0,201.8,26.9,126.1,,66.8,2552.5
2013-04-08,,250.5,1.0,15.7,29.8,3.8,75.5,13.9,5.7,68.4,7.8,261.7,91.9,22.9,30.8,19.3,169.6,60.3,,138.9,372.1,1.0,4.5,1.0,0.9,70.3,6.5,99.3,140.2,1.2,227.8,,3.4,204.6,30.4,136.4,,56.6,2623.7000000000003
2013-04-09,,249.0,1.1,16.1,30.5,4.0,74.7,14.0,6.2,69.9,7.9,264.3,89.6,23.2,32.2,19.5,172.1,59.3,,136.7,372.4,1.2,4.1,1.0,0.9,73.4,6.6,103.0,141.5,1.2,233.7,,3.1,201.2,31.8,147.8,,53.4,2646.6
2013-04-10,,245.0,1.1,15.3,31.5,4.1,75.0,14.0,6.2,72.7,8.1,262.9,86.5,23.3,26.6,20.7,169.7,59.4,,142.6,374.0,1.1,4.4,1.0,0.9,67.8,6.5,97.1,132.4,1.1,236.7,,3.2,195.4,30.4,152.5,,51.1,2620.2999999999997
2013-04-11,,246.0,1.2,15.3,36.5,4.3,74.8,14.0,6.3,74.7,8.0,264.8,91.9,23.6,26.7,20.2,162.4,60.8,,143.0,361.7,1.1,4.0,1.0,0.9,73.4,6.5,105.1,141.2,1.5,233.7,,3.2,199.3,25.4,141.9,,53.8,2628.2
2013-04-12,,248.8,1.2,16.7,34.8,4.2,77.5,14.0,6.3,73.1,8.2,267.5,94.9,22.4,27.3,20.4,169.3,61.2,,144.9,362.5,1.1,3.4,1.1,0.9,72.8,6.6,100.5,141.1,0.5,228.9,,3.1,206.7,29.3,135.0,,56.2,2642.4
2013-04-13,,250.4,1.1,16.2,33.9,3.9,69.6,13.5,6.2,67.5,8.3,267.0,89.2,23.8,28.0,19.1,172.2,60.5,,141.1,367.9,1.1,4.0,1.1,0.9,85.9,6.6,99.9,138.6,1.2,225.1,,3.3,211.8,30.9,121.7,,54.7,2626.2000000000003
2013-04-14,,249.5,1.1,14.7,28.8,3.6,51.1,14.0,6.1,68.6,7.5,258.7,88.2,22.0,29.4,17.1,167.2,57.4,,132.7,360.1,1.1,3.8,1.0,0.6,62.6,6.0,98.5,135.1,0.5,237.2,,3.4,210.0,28.4,124.5,,51.4,2541.9
2013-04-15,,249.2,1.3,12.6,29.3,4.2,67.7,14.1,6.2,75.3,7.3,269.9,96.3,21.0,30.1,15.4,170.8,57.9,,138.7,373.7,1.1,4.2,0.9,1.1,76.0,6.4,99.9,141.8,1.2,224.3,,3.1,217.5,30.6,127.6,,54.4,2631.0999999999995
2013-04-16,,249.7,1.2,15.7,33.5,4.2,73.6,14.3,6.3,78.6,7.3,269.8,97.6,23.1,23.7,19.0,169.6,59.6,,140.1,368.4,1.1,4.2,0.9,1.0,71.6,6.4,101.6,137.9,0.8,246.3,,2.7,218.6,32.6,131.5,,57.8,2670.3
2013-04-17,,241.1,1.2,16.0,29.6,4.1,79.9,14.9,6.4,78.4,7.9,267.9,96.1,24.6,28.7,22.8,170.7,61.1,,140.4,368.6,1.2,3.7,1.0,0.9,69.6,6.5,102.2,141.3,1.0,241.1,,3.1,220.9,32.1,123.5,,55.8,2664.2999999999997
2013-04-18,,245.7,1.3,16.7,31.9,4.2,72.8,14.3,6.3,78.6,7.4,264.8,95.2,24.7,29.4,19.1,171.2,60.4,,137.1,361.0,1.2,3.8,1.0,1.0,67.9,6.7,102.0,140.1,1.3,243.7,,3.0,216.0,32.3,116.9,,57.7,2636.7
2013-04-19,,247.8,1.2,15.0,31.6,4.1,69.5,14.5,6.4,76.3,7.9,255.8,95.1,24.6,29.4,15.5,166.7,60.7,,121.4,352.8,1.0,4.0,1.0,1.1,62.1,6.6,105.1,136.8,1.4,236.4,,3.2,216.0,31.8,118.9,,55.0,2576.7
2013-04-20,,238.0,1.2,14.8,32.0,4.1,55.0,13.8,6.1,76.5,8.0,230.9,94.9,24.5,30.7,16.5,169.5,60.0,,122.0,357.5,1.2,3.8,1.1,1.1,56.0,6.8,102.0,138.2,0.6,236.0,,2.8,215.7,29.8,108.5,,59.2,2518.8
2013-04-21,,231.2,1.1,15.7,30.0,3.7,55.8,14.4,6.2,71.1,7.2,237.1,90.8,22.9,30.9,17.2,161.7,55.4,,122.1,354.0,1.0,3.7,1.0,1.1,59.2,6.2,92.8,131.6,0.8,230.3,,3.4,208.1,29.3,101.9,,55.3,2454.2
2013-04-22,,234.6,1.1,15.8,34.1,4.3,61.5,14.5,6.3,74.0,8.0,244.4,92.3,24.0,28.0,19.4,167.4,59.8,,128.6,365.7,1.2,4.0,1.1,1.2,64.0,6.6,100.5,132.4,0.7,232.6,,3.2,212.1,31.9,107.5,,54.3,2537.0999999999995
2013-04-23,,235.0,0.7,17.1,32.5,4.3,67.6,14.3,6.3,77.1,8.0,247.3,95.8,24.6,28.9,19.7,169.4,60.5,,136.9,371.0,1.1,4.0,1.1,1.2,67.9,6.6,103.3,138.2,1.1,233.4,,3.1,219.3,31.8,117.9,,58.7,2605.7
2013-04-24,,232.3,1.2,16.1,31.6,4.3,69.1,14.3,6.2,78.4,7.9,261.2,101.2,24.2,31.4,20.2,164.2,59.7,,141.0,370.2,1.2,3.8,1.0,1.3,69.4,6.6,103.5,145.9,1.3,231.6,,3.1,227.3,32.3,120.6,,59.1,2642.7000000000003
2013-04-25,,239.2,0.8,16.8,32.9,4.5,67.9,14.0,6.3,83.4,8.3,262.8,104.7,23.6,30.2,21.3,156.8,58.9,,134.7,367.9,1.1,3.3,1.1,1.1,70.9,6.7,103.8,142.8,1.2,232.9,,3.1,228.0,32.7,129.0,,59.7,2652.3999999999996
2013-04-26,,238.8,0.9,17.4,37.1,4.3,70.4,14.2,6.2,83.6,8.0,266.2,101.8,24.3,30.9,21.0,149.4,59.0,,132.5,349.0,1.2,3.3,1.1,1.2,68.2,6.6,98.6,146.5,1.2,232.8,,2.6,224.9,32.8,123.8,,61.5,2621.2999999999997
2013-04-27,,242.6,1.0,16.3,37.9,4.2,72.4,14.4,6.2,79.2,8.5,269.4,105.0,23.8,29.6,21.0,156.3,58.3,,142.0,362.8,1.1,3.3,1.0,1.2,69.9,6.4,101.7,144.9,1.5,231.7,,3.0,225.6,33.6,138.7,,62.9,2677.3999999999996
2013-04-28,,240.6,0.8,17.5,37.6,3.7,73.6,14.2,6.2,74.5,7.2,258.1,101.6,22.1,30.7,20.9,149.0,52.9,,142.7,362.8,1.3,3.1,1.0,1.1,70.7,6.1,98.2,143.5,0.7,241.9,,2.3,231.1,30.6,124.6,,61.9,2634.8
2013-04-29,,242.8,1.2,17.6,39.4,4.4,74.2,13.5,5.7,81.6,8.6,270.8,104.8,22.9,29.4,21.2,153.8,53.6,,144.5,377.5,0.9,3.4,1.0,1.2,71.8,6.5,106.7,153.2,0.3,238.3,,3.0,231.1,32.8,132.7,,62.8,2713.2
2013-04-30,,245.9,1.2,18.0,37.5,4.6,76.0,14.0,6.0,86.1,8.3,273.9,107.1,23.3,30.1,21.5,158.6,59.0,,145.3,378.2,1.1,2.6,1.0,1.2,72.3,6.4,111.2,155.1,1.2,233.4,,2.8,235.5,33.7,145.2,,57.3,2754.6
2013-05-01,,240.2,1.4,16.1,38.6,4.5,75.3,13.1,4.9,82.7,8.4,266.4,109.2,22.3,28.4,21.2,153.7,56.7,,145.3,342.9,1.3,2.8,1.1,1.8,70.9,5.9,114.2,153.8,1.5,220.2,,3.0,235.7,31.9,131.0,,56.2,2662.6000000000004
2013-05-02,,236.3,1.1,15.0,39.0,4.5,75.0,13.4,5.6,83.5,8.3,270.0,107.5,23.3,28.4,21.7,160.2,58.8,,138.2,362.0,1.1,2.4,0.9,1.3,70.2,6.4,116.3,153.9,1.1,225.8,,3.0,233.9,32.3,138.6,,57.2,2696.2000000000003
2013-05-03,,242.0,1.1,14.9,39.0,4.5,73.4,13.9,5.2,85.3,8.8,270.1,111.4,23.5,29.1,21.1,163.2,60.4,,136.6,367.5,1.0,3.0,1.0,1.3,69.7,6.4,118.1,154.4,1.1,249.6,,3.1,235.2,31.6,129.8,,59.5,2735.8
2013-05-04,,240.9,1.0,15.0,39.2,4.5,72.9,13.9,5.5,83.3,8.4,271.9,113.8,23.5,29.9,20.0,167.7,60.0,,139.8,367.4,1.0,3.7,0.9,1.2,66.5,6.6,120.1,155.4,1.1,238.5,,2.5,234.2,32.2,126.3,,58.6,2727.3999999999996
2013-05-05,,237.1,1.3,14.2,38.3,4.2,74.3,13.8,5.7,80.8,7.5,256.6,113.2,21.6,29.6,19.3,164.2,56.4,,142.6,361.5,1.5,2.8,0.9,1.5,66.8,6.3,118.1,155.6,1.1,223.8,,2.2,240.5,31.3,115.2,,55.7,2665.5
2013-05-06,,242.5,1.2,15.2,35.7,5.1,73.8,14.0,5.9,90.8,8.3,268.8,120.8,23.1,28.6,19.4,165.5,59.6,,145.4,371.3,1.5,3.6,0.9,1.7,66.6,6.4,124.0,157.7,1.5,221.9,,1.8,239.7,32.8,127.8,,56.4,2739.3
2013-05-07,,239.7,1.2,16.3,38.8,4.6,70.0,13.5,6.2,92.1,8.0,270.8,116.5,22.7,29.7,19.4,168.9,57.9,,146.8,375.9,1.3,3.7,0.9,1.4,62.8,6.4,127.2,159.0,1.5,228.2,,2.3,227.5,31.8,131.3,,58.3,2742.6
2013-05-08,,241.0,1.1,16.4,39.3,5.3,74.3,14.1,6.2,93.0,8.4,268.1,130.9,23.8,31.0,21.2,167.7,58.7,,147.1,374.1,1.4,4.1,1.0,1.3,71.5,6.6,130.6,161.6,1.6,254.5,,2.6,228.7,31.6,137.0,,57.1,2812.9
2013-05-09,,242.7,1.3,16.5,40.1,5.3,74.3,13.9,6.2,94.8,8.2,271.3,131.7,23.6,32.0,21.7,146.4,59.0,,145.1,375.2,1.4,3.4,1.0,1.2,73.1,6.7,134.7,158.9,1.3,259.0,,2.5,236.4,34.4,135.7,,55.3,2814.2999999999997
2013-05-10,,244.9,1.4,14.9,39.9,5.5,73.9,13.8,6.1,96.6,8.5,268.1,135.0,23.5,31.0,22.0,149.5,61.2,,138.0,369.5,1.4,4.2,1.0,1.4,72.1,6.8,134.6,156.5,1.3,259.4,,2.8,239.2,35.3,134.3,,57.7,2811.3
2013-05-11,,247.7,1.3,17.2,39.2,4.7,69.5,13.7,5.8,88.3,8.3,265.7,133.6,15.8,30.7,21.7,147.1,60.7,,137.0,368.7,1.7,3.9,0.7,1.3,74.0,6.6,119.0,146.3,1.5,258.6,,2.3,246.7,33.9,134.4,,56.6,2764.2000000000007
2013-05-12,,229.8,1.4,15.1,37.6,3.8,69.8,13.6,5.6,79.7,7.5,254.4,124.0,21.3,31.4,21.2,141.8,56.2,,135.9,357.6,1.8,3.3,0.8,1.2,67.0,6.1,121.1,136.5,1.5,257.0,,2.7,241.1,29.7,106.9,,55.2,2639.5999999999995
2013-05-13,,240.4,1.3,16.7,36.9,4.4,68.8,13.7,5.7,86.9,8.1,261.7,122.9,22.7,30.8,19.0,156.8,58.5,,140.9,369.3,0.9,3.7,0.9,1.1,65.3,5.8,126.1,147.0,1.3,250.7,,2.5,235.5,32.6,110.9,,54.3,2704.1
2013-05-14,,241.4,1.3,16.8,36.0,5.3,69.9,13.4,5.8,89.8,8.0,267.6,116.8,23.2,29.4,19.1,159.4,58.0,,145.0,369.6,1.7,3.5,0.8,1.4,71.5,6.3,135.0,157.4,1.2,267.3,,2.5,246.5,31.2,121.4,,53.7,2777.2000000000003
2013-05-15,,238.7,1.5,20.1,37.4,5.0,69.0,13.4,5.2,92.2,8.2,266.4,121.1,24.1,30.9,21.2,162.4,58.1,,144.8,365.5,1.6,4.1,1.1,1.6,70.5,6.3,133.2,154.6,1.2,265.9,,2.5,245.8,32.7,123.0,,54.4,2783.7
2013-05-16,,236.4,1.3,18.1,36.3,5.2,69.8,13.4,5.6,94.4,8.1,267.3,127.3,24.2,31.3,21.4,162.3,59.0,,143.5,367.2,1.5,4.3,0.8,1.3,71.8,6.6,137.0,149.7,0.7,263.9,,2.0,251.9,33.6,127.8,,52.1,2797.1000000000004
2013-05-17,,239.2,1.4,18.1,31.8,5.3,70.2,13.4,5.6,95.5,8.3,266.2,133.5,24.7,32.3,19.8,168.5,60.2,,140.2,364.8,1.3,4.5,0.9,1.2,70.2,6.6,144.1,160.4,1.4,233.5,,2.2,249.2,34.3,120.0,,57.2,2785.9999999999995
2013-05-18,,235.0,1.4,17.4,29.9,5.3,65.2,13.5,5.3,93.7,8.0,265.1,132.1,24.4,31.5,20.9,162.9,60.2,,140.7,366.4,1.0,4.4,1.0,1.6,73.5,6.5,135.4,162.6,1.8,232.9,,2.8,253.0,34.8,116.2,,58.8,2765.2000000000003
2013-05-19,,240.1,1.4,16.8,35.1,4.9,66.2,13.3,5.6,92.6,7.0,253.7,129.3,22.7,29.5,20.2,146.3,56.8,,135.6,360.4,1.4,4.2,1.0,1.5,69.4,6.1,144.5,157.7,0.3,239.6,,2.5,255.9,34.2,106.9,,55.0,2717.7
2013-05-20,,239.8,1.4,18.6,36.0,5.7,66.5,13.6,5.9,99.6,7.0,261.1,134.5,24.5,28.8,20.7,149.4,54.5,,138.9,366.2,1.2,4.5,1.0,1.5,72.2,6.3,149.8,166.5,2.0,238.9,,2.8,245.8,35.8,122.8,,55.5,2779.3
2013-05-21,,243.3,1.4,20.1,39.1,6.0,67.5,13.7,6.0,101.3,7.0,262.0,137.2,25.0,30.5,20.9,142.3,52.8,,140.8,377.3,1.4,4.3,1.1,1.5,71.2,6.6,154.2,162.5,1.5,252.8,,3.0,247.6,36.4,124.9,,58.0,2821.2
2013-05-22,,245.9,1.2,18.7,40.4,6.2,67.5,13.7,5.9,101.8,8.2,259.4,137.1,24.9,30.1,21.6,152.8,59.2,,139.5,381.2,1.4,4.3,1.0,1.5,69.5,6.6,153.5,165.6,1.1,262.9,,3.2,250.7,36.6,126.1,,59.5,2858.8
2013-05-23,,243.0,1.1,18.4,38.8,6.2,68.2,13.8,5.9,104.9,8.3,263.8,137.1,25.2,30.1,22.1,150.8,59.2,,140.9,374.2,1.6,4.9,1.0,1.2,72.8,6.5,156.8,167.3,1.3,260.4,,2.5,248.6,36.0,125.3,,59.1,2857.2999999999997
2013-05-24,,242.9,1.3,19.2,40.1,6.3,67.9,13.8,5.9,107.7,8.4,265.3,138.7,25.8,30.8,21.4,160.8,58.5,,141.8,368.3,1.8,5.2,1.0,1.4,73.5,5.5,157.8,165.8,1.1,264.0,,2.7,256.2,36.2,123.5,,58.8,2879.4
2013-05-25,,244.7,1.3,20.5,40.5,6.2,67.2,13.8,5.9,105.3,7.8,262.4,139.4,26.2,30.3,19.3,159.0,53.1,,140.2,372.1,1.3,4.3,1.1,1.3,74.3,6.6,161.2,165.1,0.7,255.1,,2.6,259.7,35.8,121.0,,56.5,2861.8
2013-05-26,,244.1,1.4,21.6,41.2,5.6,65.5,15.2,5.8,100.0,6.4,254.8,134.7,24.7,23.3,18.9,148.5,48.8,,139.7,361.8,1.4,4.3,1.0,1.4,66.3,6.5,157.8,162.7,1.0,241.4,,2.7,260.6,34.6,120.8,,60.5,2785.0
2013-05-27,,240.4,1.4,20.3,37.1,6.3,60.6,13.8,5.8,108.4,6.3,261.1,133.2,23.2,24.4,19.8,147.7,53.6,,142.5,375.6,1.6,3.8,1.0,1.6,58.3,6.6,149.1,171.2,0.9,246.7,,2.6,265.0,35.3,128.2,,58.0,2811.3999999999996
2013-05-28,,242.0,1.3,19.9,37.9,6.0,61.8,13.9,4.7,105.8,6.3,261.5,135.0,24.5,29.5,21.1,146.4,54.1,,141.1,374.9,1.6,3.0,1.0,1.7,64.7,6.8,153.8,172.5,1.3,250.8,,2.6,264.6,35.1,124.6,,58.9,2830.7
2013-05-29,,235.4,1.3,20.7,39.7,5.8,63.7,13.1,5.8,104.5,6.8,259.5,132.8,24.5,30.1,18.2,141.9,53.8,,142.6,370.2,1.5,3.9,1.1,1.5,68.0,6.8,146.4,176.3,1.3,246.2,,2.6,268.6,35.0,111.0,,57.2,2797.7999999999997
2013-05-31,,224.5,1.4,21.2,19.8,5.8,64.7,13.8,6.0,104.7,7.6,265.8,133.9,25.7,31.9,15.7,139.9,51.4,,140.2,367.2,1.6,3.7,1.0,1.1,68.2,6.6,151.9,169.0,1.2,230.8,,2.9,251.2,34.9,104.0,,44.8,2714.1000000000004
2013-06-02,,216.4,1.5,21.1,38.2,5.1,60.3,13.6,5.6,89.1,6.9,246.8,129.4,23.9,28.3,16.9,117.4,44.1,,131.1,337.2,1.4,4.3,1.0,1.6,66.8,6.0,148.9,162.2,1.1,224.7,,2.7,239.4,34.0,119.0,,53.0,2599.0
2013-06-04,,223.6,1.5,21.6,39.6,6.1,60.1,13.8,6.0,104.7,7.8,251.4,136.4,24.9,29.6,19.7,131.1,51.0,,133.4,333.5,1.5,3.8,1.0,1.5,70.5,6.3,158.0,168.0,1.1,238.6,,2.4,244.6,35.9,133.4,,53.7,2716.1
2013-06-05,,227.3,1.3,21.7,39.4,6.4,62.1,13.9,5.9,109.2,7.6,250.3,138.6,25.2,29.4,18.5,135.5,53.1,,113.6,344.3,1.4,4.6,1.0,1.4,67.8,6.4,159.0,169.0,1.2,246.4,,2.8,248.0,36.3,132.4,,55.7,2736.7000000000003
2013-06-06,,221.6,1.4,19.7,40.1,5.5,58.5,14.0,6.0,106.1,7.2,256.8,127.3,24.9,29.5,18.8,132.6,51.3,,122.5,339.8,1.4,4.2,1.0,1.3,69.5,5.9,148.1,168.3,1.2,245.1,,2.9,244.9,29.4,133.6,,55.4,2695.8000000000006
2013-06-07,,222.7,1.3,19.7,38.3,5.7,59.6,13.7,5.8,104.4,7.4,242.2,119.5,26.1,31.0,18.1,134.9,50.2,,116.5,323.1,1.5,4.4,0.9,1.4,67.6,6.4,146.8,165.6,1.1,242.0,,2.8,240.0,28.3,138.0,,53.2,2640.2000000000003
2013-06-08,,210.0,0.9,20.1,40.6,5.8,54.3,11.0,5.8,107.0,7.4,244.3,138.5,25.8,29.9,17.8,130.9,47.9,,121.0,327.9,1.3,4.4,1.0,1.2,64.3,6.2,159.5,165.3,1.2,246.1,,2.5,244.0,34.5,130.1,,55.1,2663.6
2013-06-09,,208.1,1.3,20.0,40.8,5.4,59.3,13.3,5.6,103.0,6.3,240.5,136.6,24.7,29.3,18.5,121.8,44.2,,112.4,304.0,1.5,4.6,1.0,1.5,68.4,5.9,163.5,158.5,1.1,237.7,,2.9,241.1,32.1,128.0,,54.5,2597.4
2013-06-10,,216.3,1.2,22.1,42.1,6.0,56.9,13.3,5.6,109.6,6.9,230.5,143.4,23.1,27.4,17.5,136.7,50.3,,122.3,313.6,1.4,4.5,1.0,1.6,68.2,6.5,178.1,151.0,1.3,238.3,,2.9,235.8,34.4,122.7,,53.2,2645.7000000000003
2013-06-11,,218.5,1.3,23.6,42.9,5.8,58.3,13.2,6.0,103.8,6.9,224.3,139.5,24.3,27.0,18.9,138.6,47.3,,115.4,325.0,1.5,4.1,1.0,1.5,68.5,6.6,161.4,147.6,1.2,247.4,,2.6,229.2,27.2,134.6,,49.8,2624.7999999999997
2013-06-12,,212.4,1.2,21.4,42.1,5.6,54.2,13.8,5.8,104.2,7.5,226.1,144.5,24.3,26.2,19.5,137.7,48.5,,112.8,269.3,1.3,4.2,1.0,1.5,62.2,6.6,168.6,148.0,1.2,243.3,,2.7,236.3,33.3,130.5,,55.1,2572.8999999999996
2013-06-13,,209.8,1.2,21.2,40.8,5.1,53.3,13.8,5.8,97.8,7.5,227.0,126.6,23.7,25.7,18.5,135.7,47.4,,111.8,272.9,1.2,4.5,1.0,1.5,65.1,6.6,133.0,144.9,1.2,241.7,,2.7,241.7,33.0,119.8,,55.3,2498.7999999999997
2013-06-14,,203.0,1.3,22.3,35.7,5.2,54.5,13.6,5.9,97.6,8.1,226.6,127.2,24.1,25.5,16.6,136.6,47.5,,113.0,304.8,1.4,4.0,1.0,1.6,70.2,6.6,152.6,140.4,1.1,251.3,,3.2,247.9,33.8,120.8,,54.1,2559.1
2013-06-15,,207.8,1.3,23.1,36.4,4.1,53.0,13.7,5.8,89.3,7.5,218.3,109.6,21.1,23.9,17.7,135.6,46.5,,107.0,298.3,1.6,4.3,0.9,1.5,67.8,6.5,112.0,139.8,1.2,248.2,,2.8,230.9,30.8,121.1,,56.0,2445.4
2013-06-16,,213.7,1.1,21.7,39.2,3.4,57.8,13.5,5.8,75.0,7.1,205.5,90.8,20.4,24.9,17.7,127.0,42.8,,100.7,282.9,1.3,4.1,0.7,1.2,71.7,6.0,106.4,141.6,1.0,244.2,,2.4,199.3,22.6,116.8,,52.7,2323.0
2013-06-17,,227.4,1.1,23.3,41.0,4.1,60.6,13.3,5.6,76.1,7.4,192.4,93.5,20.6,25.5,18.9,140.9,48.4,,99.2,298.5,1.3,4.8,1.0,1.3,70.5,6.5,109.2,141.4,1.1,251.7,,2.7,182.8,18.9,135.8,,57.0,2383.8
2013-06-18,,233.3,1.3,22.3,40.6,4.5,58.6,14.1,5.9,81.1,7.6,199.1,113.6,22.0,26.3,19.3,146.8,49.8,,104.5,305.4,1.4,4.0,1.0,1.4,73.0,6.6,143.1,142.7,1.1,257.0,,2.9,202.3,17.1,137.9,,58.8,2506.4
2013-06-19,,235.3,1.3,23.1,38.5,5.0,61.5,14.2,6.0,86.5,7.7,204.7,128.3,21.0,25.8,18.8,147.9,50.9,,109.8,313.0,1.4,4.1,1.0,1.6,68.0,7.0,168.6,145.1,1.3,258.3,,3.0,200.3,27.0,136.6,,56.5,2579.1
2013-06-20,,240.4,1.2,23.3,39.8,5.5,61.7,14.2,6.1,94.1,7.6,211.4,137.8,25.5,29.9,17.3,148.5,50.9,,106.8,318.0,1.3,4.1,1.0,1.5,64.6,6.8,188.0,151.7,1.1,263.2,,3.1,223.9,32.7,120.1,,51.7,2654.7999999999997
2013-06-21,,240.9,1.4,22.7,40.6,5.9,62.1,14.0,6.0,103.3,7.9,219.1,147.1,26.8,29.4,18.1,151.2,52.1,,107.6,316.3,1.4,4.2,1.0,1.7,68.7,6.7,192.3,155.2,0.8,266.5,,3.2,229.4,32.5,124.8,,59.0,2719.8999999999996
2013-06-22,,231.3,1.1,21.1,41.0,6.0,58.4,14.2,6.0,100.4,7.8,226.5,156.1,25.9,29.9,18.3,148.6,51.0,,111.1,319.7,1.3,4.9,1.0,1.7,61.8,6.7,189.6,163.0,1.3,265.4,,3.3,229.4,33.7,127.2,,58.6,2723.3
2013-06-23,,224.1,1.2,20.5,42.2,5.5,58.0,14.3,6.0,102.9,7.2,213.5,154.1,24.6,29.7,18.5,140.7,46.2,,108.9,310.5,1.5,4.1,1.0,1.7,71.8,6.2,193.7,161.4,1.0,249.4,,3.3,233.8,32.2,124.3,,58.0,2672.0
