Date,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,AMNSIL,Damodar Valley Corporation,Total
2015-01-04,,136.8,1.7,19.6,51.4,3.6,61.8,15.0,5.3,61.3,6.5,250.3,110.4,23.2,42.4,20.7,167.4,53.8,,127.4,324.9,2.0,5.0,1.2,2.0,59.5,5.4,87.4,208.9,1.2,236.1,120.1,2.6,233.0,32.2,100.6,6.6,51.1,2638.4
2015-01-05,,138.3,1.7,20.5,50.4,4.0,64.2,15.2,5.5,65.4,7.6,251.1,114.7,25.6,43.0,20.4,176.1,59.3,,128.1,341.9,1.8,5.6,1.2,1.6,62.4,5.8,89.5,204.5,1.4,245.6,123.8,2.5,223.2,33.1,103.4,6.4,54.2,2698.9999999999995
2015-01-06,,138.8,1.6,21.3,51.3,4.3,64.7,15.1,5.6,66.4,7.8,257.6,119.5,25.7,42.1,20.3,179.1,60.9,,136.2,353.3,2.1,5.8,1.2,1.7,61.9,5.1,94.3,210.6,1.6,251.1,127.6,2.6,228.5,34.6,101.0,6.8,53.3,2761.4
2015-01-07,,137.3,1.8,21.2,50.9,4.1,64.4,15.2,5.8,69.7,7.9,253.5,117.4,26.1,43.1,18.9,179.6,61.2,,141.3,357.6,2.3,4.8,1.2,1.7,59.7,6.0,95.7,208.6,1.5,255.1,129.2,2.7,229.0,34.6,108.3,7.2,55.2,2779.7999999999997
2015-01-08,,138.0,1.7,20.4,49.1,4.2,66.1,15.2,5.6,70.7,7.8,255.7,117.5,26.3,43.2,19.2,179.8,61.3,,146.5,358.6,2.4,6.1,1.2,1.7,60.4,6.2,96.3,209.4,1.7,256.2,131.9,2.6,226.8,35.4,109.3,7.5,55.5,2797.4999999999995
2015-01-09,,135.2,1.7,21.4,51.1,4.3,65.9,14.9,5.6,65.2,7.7,260.4,122.8,25.8,43.5,20.7,180.4,61.2,,150.6,351.5,2.3,5.2,1.3,1.8,62.6,6.2,96.0,212.7,1.9,260.3,135.0,2.7,237.6,36.0,112.5,7.4,54.1,2825.5
2015-01-10,,135.9,1.8,21.1,54.0,4.2,68.5,15.1,5.0,67.0,7.6,260.4,118.3,26.0,38.9,21.0,180.8,60.8,,156.1,353.5,2.0,5.5,1.3,1.7,59.7,6.0,95.3,214.7,1.7,262.4,130.0,2.9,238.0,36.4,112.1,8.0,55.1,2828.7999999999997
2015-01-11,,131.1,1.8,20.9,54.1,3.9,62.9,14.8,5.4,64.7,6.8,253.8,111.3,23.7,42.4,22.1,168.0,53.6,,161.0,348.1,2.2,4.8,1.2,1.7,59.4,5.5,92.5,214.6,1.2,248.1,132.0,2.6,237.9,35.2,108.8,7.5,54.7,2760.2999999999997
2015-01-12,,132.7,1.8,20.2,52.8,4.4,67.8,15.1,5.6,70.2,7.6,258.9,115.4,24.9,42.6,21.5,174.6,57.0,,168.2,358.6,2.1,5.5,1.2,1.7,62.3,5.6,95.3,202.3,1.7,251.1,130.9,2.6,241.6,36.2,110.9,6.3,55.0,2812.1999999999994
2015-01-13,,137.0,1.7,19.1,55.1,4.1,68.1,15.2,5.8,70.3,7.1,257.4,114.1,24.5,44.6,22.8,178.3,57.1,,172.0,364.0,2.2,5.6,1.2,1.7,62.7,5.8,90.2,209.3,1.6,253.3,126.3,2.9,241.5,35.9,111.3,7.6,57.0,2834.3999999999996
2015-01-14,,134.4,1.8,20.9,54.7,4.2,67.6,14.4,5.0,72.8,8.0,206.7,111.8,24.3,43.5,22.4,179.8,57.6,,168.2,364.5,2.3,5.8,1.2,1.5,59.9,5.8,81.0,203.6,1.4,250.7,124.8,2.7,238.6,36.9,105.9,7.1,57.3,2749.0999999999995
2015-01-15,,127.4,1.7,19.1,53.2,4.0,68.7,14.6,5.3,70.4,7.6,221.3,114.1,24.1,42.3,21.8,174.1,58.3,,172.8,367.4,2.3,5.2,1.1,1.7,61.8,4.9,87.3,205.1,1.3,221.9,118.0,3.0,230.7,36.0,107.7,7.2,56.9,2720.2999999999993
2015-01-16,,125.2,1.7,21.2,54.6,4.0,66.4,14.9,5.5,70.7,7.6,247.9,114.4,25.2,42.8,20.7,176.4,58.4,,174.2,363.3,2.3,4.9,1.2,1.8,63.8,4.5,88.4,210.3,1.9,206.2,121.7,2.8,234.5,36.4,106.3,7.3,55.7,2745.1000000000004
2015-01-17,,128.7,1.7,22.0,54.7,3.8,65.6,14.8,5.4,66.1,7.4,255.5,112.9,25.0,42.2,20.5,179.5,58.8,,178.0,365.8,2.3,5.6,1.2,2.3,62.8,4.5,90.0,209.5,1.6,215.9,124.1,3.1,234.5,36.8,109.1,8.0,58.9,2778.6
2015-01-18,,127.6,1.6,20.3,56.2,3.5,65.9,15.1,5.3,63.1,6.5,250.0,105.0,23.2,42.6,20.9,174.0,55.0,,179.8,359.6,2.3,5.2,1.2,2.3,62.6,4.7,85.9,207.7,1.4,224.5,123.4,2.6,236.6,35.1,106.6,7.4,56.6,2741.2999999999997
2015-01-19,,131.7,1.8,21.3,55.8,4.1,26.1,15.1,5.5,66.9,7.1,53.1,110.9,24.4,42.2,21.2,179.4,60.0,,89.0,104.0,1.8,5.2,1.2,2.3,63.1,5.5,88.9,209.3,1.7,238.2,127.1,2.6,235.8,36.1,115.1,7.0,58.2,2218.7
2015-01-20,,134.9,1.7,21.0,53.5,4.2,67.8,15.4,5.7,69.6,7.7,256.9,117.9,24.9,42.2,21.1,179.3,61.1,,183.9,370.5,1.8,5.2,1.2,2.6,63.4,5.6,92.2,208.0,1.7,251.1,128.9,2.7,237.7,36.5,114.7,8.4,58.0,2858.9999999999995
2015-01-21,,134.2,1.7,20.5,49.8,4.4,68.6,15.4,5.6,69.5,7.8,248.2,122.9,25.7,42.0,21.4,180.5,60.7,,187.6,370.1,1.8,5.0,1.2,2.6,64.3,5.7,89.3,208.8,1.7,253.0,129.0,2.6,242.6,36.8,113.4,8.7,56.1,2859.2
2015-01-22,,136.6,1.7,20.7,54.6,4.3,70.0,15.1,5.8,69.4,7.8,242.0,103.9,27.6,35.8,22.8,184.8,60.6,,166.2,369.4,1.7,5.2,1.2,2.6,63.0,5.7,87.4,163.8,1.7,251.6,129.0,2.5,237.9,38.5,108.1,8.8,57.6,2765.399999999999
2015-01-23,,139.8,1.7,21.1,54.0,4.1,69.2,15.4,5.8,68.7,8.1,250.2,111.2,25.4,42.8,22.7,187.0,60.3,,161.6,363.5,1.8,5.3,1.2,2.3,59.6,6.1,88.7,182.3,1.6,253.9,130.7,2.4,232.3,34.9,108.3,7.5,56.3,2787.8
2015-01-24,,137.1,1.5,21.6,53.9,3.9,70.4,15.6,5.8,66.1,7.9,249.4,109.8,25.1,42.6,22.5,181.9,59.7,,166.1,364.3,1.6,5.3,1.3,1.9,65.1,5.7,85.5,188.0,1.6,258.9,130.0,2.6,236.7,35.4,109.5,6.9,57.1,2798.3
2015-01-25,,137.0,1.7,21.2,53.8,3.7,70.2,15.2,5.6,61.5,6.9,242.0,105.6,23.6,43.8,22.2,170.0,55.4,,147.2,352.7,1.8,5.3,1.2,2.4,61.2,5.4,84.7,185.5,1.3,245.3,125.2,2.7,236.0,34.0,108.0,5.8,55.9,2701.0
2015-01-26,,134.6,1.7,20.3,59.1,3.5,69.2,6.7,3.7,55.8,6.5,231.2,99.5,21.2,43.0,22.0,172.0,56.3,,148.0,330.4,2.2,5.0,1.2,2.4,58.7,4.9,77.1,186.7,1.3,237.2,122.9,2.6,227.3,31.4,100.3,6.1,55.5,2607.4999999999995
2015-01-27,,137.3,1.6,20.2,55.2,4.0,69.2,14.1,5.0,66.1,7.7,241.9,108.9,24.9,41.2,21.8,181.0,55.1,,151.5,341.0,2.0,5.0,1.1,2.2,59.5,5.6,85.3,190.3,1.9,254.3,126.6,2.7,218.2,33.5,109.8,6.1,56.1,2707.8999999999996
2015-01-27,,137.3,1.6,20.2,55.2,4.0,69.2,14.1,5.0,66.1,7.7,241.9,108.9,24.9,41.2,21.8,181.0,55.1,,151.5,341.0,2.0,5.0,1.1,2.2,59.5,5.6,85.3,190.3,1.9,254.3,126.6,2.7,218.2,33.5,109.8,6.1,56.1,2707.8999999999996
2015-01-28,,140.0,1.8,21.0,50.5,4.2,71.2,15.4,6.0,67.3,7.9,248.7,114.0,26.1,42.3,21.6,186.3,60.3,,151.1,367.0,2.1,5.1,1.2,2.3,63.7,5.4,89.2,198.5,1.7,260.7,130.5,2.7,221.1,34.7,112.1,6.5,54.7,2794.9
2015-01-29,,139.4,1.7,20.9,51.1,4.0,71.2,15.3,5.9,67.6,8.2,249.7,115.8,26.6,39.3,20.9,189.8,61.7,,148.4,367.8,2.0,5.8,1.2,2.1,64.6,5.7,90.1,200.5,1.8,261.6,132.0,2.6,228.1,35.9,107.9,6.5,55.1,2808.7999999999997
2015-01-30,,140.6,1.6,19.7,53.4,4.0,71.1,15.3,6.0,68.5,8.1,253.9,117.5,26.2,43.0,21.4,189.4,62.3,,152.1,366.2,2.1,5.5,1.2,2.3,63.2,6.1,95.9,204.5,1.9,263.3,133.4,2.7,225.4,36.0,107.9,8.3,54.9,2834.8999999999996
2015-01-31,,141.1,1.6,20.2,54.5,3.8,71.4,15.2,6.0,64.3,7.7,252.4,121.8,25.7,46.7,21.9,187.5,62.2,,156.3,370.8,2.0,5.3,1.2,2.0,66.2,5.9,96.7,205.5,2.3,259.7,131.0,3.0,229.0,35.4,106.2,6.2,53.2,2841.9
2015-02-01,,138.1,1.8,20.4,56.7,3.4,71.6,14.8,5.6,54.8,7.0,245.4,113.5,24.3,42.8,21.9,178.3,56.9,,156.8,359.4,2.1,5.1,1.3,2.4,65.0,5.5,92.1,200.4,1.3,246.5,127.4,2.6,227.1,36.0,100.7,5.0,55.7,2749.7000000000003
2015-02-02,,137.4,1.8,20.6,57.4,3.8,70.2,15.0,5.9,62.5,8.0,268.8,114.3,25.2,40.7,22.5,185.9,62.0,,160.9,372.2,2.0,5.4,1.2,2.3,63.7,6.1,91.6,201.0,1.3,254.5,131.5,2.5,225.2,27.8,101.7,5.9,55.1,2813.9
2015-02-03,,138.2,1.8,20.5,53.7,3.2,72.5,15.1,5.3,63.8,8.2,256.8,104.1,24.4,34.2,22.1,188.4,61.6,,167.2,367.6,2.3,5.3,1.2,2.2,58.7,6.1,80.6,203.2,1.7,262.4,133.4,2.8,218.6,32.5,112.0,6.6,54.7,2793.0
2015-02-04,,137.4,1.8,20.3,52.2,3.9,72.8,15.4,6.1,65.0,7.7,257.2,111.5,25.4,41.0,21.9,189.0,61.7,,168.0,378.2,2.0,5.2,1.1,2.3,63.8,6.2,86.7,205.5,1.2,264.9,132.4,2.7,222.3,34.7,112.2,7.9,54.4,2841.9999999999995
2015-02-05,,139.2,2.1,20.5,53.2,3.8,73.7,15.5,6.2,60.0,7.7,260.3,111.2,25.6,42.2,22.1,190.6,63.1,,168.8,378.3,2.0,5.4,1.2,2.4,66.7,6.0,85.5,208.4,1.5,265.1,133.2,2.6,228.0,34.1,111.2,8.7,55.3,2861.4
2015-02-05,,139.2,2.1,20.5,53.2,3.8,73.7,15.5,6.2,60.0,7.7,260.3,111.2,25.6,42.2,22.1,190.6,63.1,,168.8,378.3,2.0,5.4,1.2,2.4,66.7,6.0,85.5,208.4,1.5,265.1,133.2,2.6,228.0,34.1,111.2,8.7,55.3,2861.4
2015-02-06,,141.0,2.1,20.8,55.2,3.8,73.7,15.4,5.9,64.5,8.2,263.0,111.3,25.8,43.5,22.6,191.0,63.4,,173.0,371.2,2.2,5.2,1.2,2.3,63.3,6.0,89.1,212.5,1.3,267.1,134.2,2.6,210.1,35.4,106.7,8.8,55.7,2859.1
2015-02-07,,143.3,2.0,19.8,56.2,3.6,71.8,15.6,6.1,53.3,8.1,266.1,110.0,25.2,42.6,22.5,193.0,63.6,,171.0,374.1,2.1,5.3,1.3,2.4,65.3,5.9,88.5,209.2,1.9,257.6,133.4,3.3,222.2,34.4,105.9,7.8,55.0,2849.400000000001
2015-02-08,,140.7,2.0,20.5,55.3,3.3,74.2,15.4,5.8,56.9,7.1,253.5,107.4,24.1,42.4,22.0,179.3,57.6,,157.4,364.4,1.9,5.5,1.2,2.4,62.6,5.5,83.0,203.5,1.4,250.5,130.1,2.5,226.5,32.7,107.3,6.6,55.9,2768.4
2015-02-09,,142.1,1.9,20.7,52.9,3.6,72.5,15.6,6.1,60.4,7.8,257.9,109.1,24.5,41.8,22.2,189.6,62.1,,158.3,374.5,2.1,5.6,1.1,2.2,65.0,5.8,87.2,204.6,1.6,260.8,133.2,2.7,224.3,34.3,113.2,6.9,55.5,2829.6999999999994
2015-02-10,,145.4,2.1,20.8,51.9,3.7,73.8,15.7,6.1,57.1,8.3,259.6,114.2,24.9,42.3,22.5,189.7,63.6,,163.8,380.3,1.8,6.6,0.4,2.4,64.6,5.9,93.3,205.8,1.8,263.6,135.9,2.7,224.5,35.8,121.4,6.9,56.1,2875.3
2015-02-11,,143.0,2.1,19.6,51.3,3.7,72.0,15.9,6.2,61.1,8.3,256.8,114.6,24.5,42.0,21.4,192.2,62.9,,157.1,364.7,2.1,5.7,1.3,2.4,62.1,6.2,99.2,211.1,1.7,265.5,136.5,3.3,225.5,34.5,121.4,6.9,55.8,2860.6000000000004
2015-02-12,,140.5,2.0,21.0,53.8,3.6,68.9,15.1,6.2,60.8,8.2,263.3,117.2,23.9,36.0,22.4,190.8,64.5,,161.9,373.7,2.1,5.2,1.2,2.4,59.6,6.3,99.1,214.0,1.3,270.2,136.7,2.6,224.5,35.3,115.8,6.5,57.8,2874.3999999999996
2015-02-13,,143.6,2.0,19.4,52.9,3.6,72.5,14.4,6.3,61.2,8.4,264.5,119.3,24.5,42.8,22.2,197.5,64.8,,168.8,370.5,1.7,5.3,1.1,2.1,60.6,6.2,99.1,210.8,1.8,274.2,139.0,2.8,227.5,34.8,120.3,5.6,55.9,2908.0
2015-02-14,,143.0,1.7,20.6,54.3,3.5,73.6,14.5,6.2,58.0,8.1,261.5,117.1,24.4,41.3,22.2,194.7,64.2,,173.2,377.2,2.2,5.4,1.4,2.0,60.7,6.3,102.3,213.4,1.2,269.6,136.5,2.5,225.6,34.3,115.6,5.7,56.2,2900.2
2015-02-15,,142.9,1.9,21.2,56.3,3.1,75.0,14.5,6.1,54.0,9.5,256.2,110.8,22.5,42.2,21.7,186.1,59.4,,234.9,369.4,1.9,5.1,1.1,2.2,54.6,5.4,99.6,211.5,1.8,257.4,134.9,2.8,232.7,32.4,119.7,5.7,56.3,2912.7999999999997
2015-02-16,,144.2,2.0,18.2,55.6,3.5,75.0,15.6,6.2,58.5,8.3,265.7,109.7,23.5,38.0,21.7,193.6,61.7,,177.1,382.8,1.6,4.9,1.1,2.1,63.5,6.1,86.2,206.8,1.5,269.4,138.0,2.8,224.9,34.0,118.6,6.4,55.4,2884.2000000000003
2015-02-17,,144.8,2.0,22.3,53.9,3.2,76.7,14.0,5.2,58.2,8.5,260.5,111.9,24.1,42.2,21.7,199.1,62.7,,180.9,388.2,1.8,5.1,1.2,1.4,66.7,6.3,88.4,213.0,1.8,272.3,141.4,2.6,230.1,36.7,116.8,5.9,56.0,2927.5999999999995
2015-02-18,,143.0,2.0,20.2,49.3,3.5,76.5,15.7,5.8,57.5,8.4,265.8,116.2,24.5,41.4,22.2,195.6,63.3,,181.4,390.3,2.2,5.3,1.1,2.1,64.4,6.2,90.7,211.7,1.6,269.1,139.4,2.9,229.7,34.9,119.9,7.0,54.6,2925.4
2015-02-19,,144.2,1.8,20.0,55.6,3.5,77.6,16.0,6.1,59.2,8.3,275.3,115.3,25.0,38.8,22.6,192.9,63.9,,181.4,395.3,2.1,5.1,1.2,2.0,66.0,6.3,93.7,211.5,1.2,271.6,140.4,3.0,239.3,34.5,109.3,6.5,55.7,2952.2
2015-02-20,,142.2,1.5,20.6,53.3,3.4,77.0,15.7,6.5,60.7,8.3,274.8,109.5,23.0,36.8,22.4,199.8,63.5,,185.4,389.5,1.8,5.5,1.2,2.0,63.9,6.3,80.5,215.3,2.0,274.2,142.0,3.0,237.7,32.6,117.1,7.1,55.7,2941.8
2015-02-21,,146.5,1.9,20.3,54.4,3.3,76.4,15.7,6.4,57.7,8.3,274.5,109.5,23.3,42.1,23.2,195.5,61.8,,187.6,391.6,1.7,5.1,1.2,1.9,64.3,6.2,90.4,214.8,1.5,271.3,140.7,2.8,237.5,33.8,117.6,7.4,55.9,2954.0999999999995
2015-02-22,,141.3,1.9,19.5,54.5,3.1,80.4,14.5,6.1,56.1,7.4,266.4,104.5,22.0,42.1,22.0,187.4,57.6,,190.4,383.6,1.7,5.2,1.1,1.9,65.0,5.6,87.8,214.8,1.2,258.9,136.7,2.7,225.7,32.4,117.6,8.6,55.5,2883.2
2015-02-23,,142.4,1.6,17.9,54.3,3.4,80.1,15.8,6.1,58.5,8.3,274.5,112.8,22.5,40.4,22.2,193.3,61.2,,185.0,399.4,1.7,4.9,0.9,1.7,65.5,6.0,88.2,213.6,1.3,264.6,140.0,2.9,225.8,33.0,138.4,7.7,56.6,2952.5000000000005
2015-02-24,,143.7,2.0,20.9,55.4,3.4,79.4,15.9,6.4,59.7,8.4,275.5,115.8,23.2,40.2,22.4,194.7,62.0,,189.5,410.1,2.0,5.0,1.2,1.7,68.2,7.0,87.6,208.6,1.5,275.8,143.4,2.9,222.1,32.3,146.0,7.4,56.9,2998.1999999999994
2015-02-25,,147.4,1.5,21.6,53.3,3.4,80.9,16.0,6.5,60.7,8.5,268.2,110.9,23.5,32.0,22.6,195.8,63.5,,188.5,410.5,1.7,5.0,1.2,1.9,70.8,6.4,67.5,209.3,1.6,272.7,144.1,2.9,232.9,32.6,137.1,6.9,56.7,2966.6000000000004
2015-02-26,,145.4,1.5,17.7,53.1,3.4,81.8,15.9,6.4,58.8,8.5,264.8,117.9,24.1,37.4,22.5,200.8,64.0,,186.5,400.3,2.0,5.2,1.2,2.3,68.5,6.3,77.6,214.6,1.7,276.0,144.2,2.7,220.9,31.1,143.2,7.0,57.7,2972.9999999999995
2015-02-27,,147.4,1.5,18.1,53.1,3.4,81.2,15.5,6.4,59.1,8.4,264.7,124.7,25.3,43.2,22.6,200.1,64.1,,185.1,388.7,1.9,4.3,1.2,2.0,68.6,6.4,81.7,210.9,1.3,274.7,145.1,2.6,225.5,33.1,137.8,6.5,56.7,2972.9
2015-02-28,,143.0,1.3,10.3,53.3,3.3,82.2,15.6,6.4,56.7,8.4,264.3,125.8,26.1,45.5,23.1,191.0,62.3,,169.9,370.7,1.7,5.1,1.0,1.6,67.6,6.3,78.1,200.6,1.5,273.9,143.9,2.7,225.2,32.2,135.4,6.6,56.5,2899.0999999999995
2015-03-01,,135.6,1.5,20.9,54.4,2.9,80.2,15.0,6.0,51.3,6.4,223.1,87.9,23.3,41.2,21.6,168.3,57.4,,107.5,274.5,2.0,4.8,1.2,2.0,66.1,5.7,61.4,136.6,1.3,264.0,125.7,2.6,180.3,29.3,133.3,8.9,56.3,2460.5000000000005
2015-03-02,,138.0,1.4,23.9,47.4,3.4,60.1,15.5,6.0,54.9,8.2,228.2,85.9,21.4,25.2,21.9,183.4,62.8,,116.2,307.3,1.7,4.5,1.1,2.3,67.7,6.1,58.8,133.9,1.4,268.1,124.8,2.9,178.3,30.1,136.0,10.3,55.3,2494.4
2015-03-03,,140.9,1.2,20.9,49.0,3.4,71.5,15.6,6.3,58.2,8.2,240.0,101.6,22.9,36.5,22.3,186.3,63.3,,128.4,331.8,2.0,4.3,1.2,1.8,67.1,6.1,69.4,154.3,1.5,273.0,133.4,2.8,201.8,30.4,133.8,11.2,55.5,2657.9000000000005
2015-03-04,,137.8,1.4,19.2,52.0,3.4,70.2,15.5,6.4,56.0,8.2,244.3,92.6,23.0,41.4,19.8,183.6,63.1,,137.6,344.4,1.9,4.6,1.2,1.8,63.5,6.4,78.3,162.1,1.5,274.1,134.7,4.2,206.0,32.5,124.9,11.2,53.8,2682.5999999999995
2015-03-05,,141.8,1.6,20.2,49.9,3.4,74.8,15.1,6.3,55.8,8.4,236.7,94.5,23.7,42.4,21.3,189.8,64.0,,140.9,352.2,1.9,4.5,1.2,2.3,66.9,6.6,80.7,163.8,1.5,273.9,139.3,2.6,224.1,31.4,112.9,9.1,55.2,2720.7
2015-03-06,,138.0,1.9,19.9,52.3,2.8,66.7,8.8,3.3,44.3,6.5,194.7,76.4,18.2,40.0,20.1,183.1,63.1,,132.5,319.8,2.2,4.3,1.2,2.3,66.4,6.3,61.1,139.0,1.4,272.4,129.3,2.3,235.2,24.6,111.4,8.4,49.0,2509.2000000000007
2015-03-07,,142.3,1.6,19.9,50.6,3.1,69.1,10.8,4.4,48.7,8.3,226.8,72.0,20.1,42.5,20.6,176.7,61.4,,136.7,352.3,1.9,4.4,1.1,2.5,65.5,6.4,65.6,151.5,1.7,269.6,129.9,2.5,214.4,24.8,116.5,9.5,51.4,2587.1000000000004
2015-03-08,,137.6,1.6,20.9,51.9,3.0,75.5,14.9,5.8,51.1,7.6,247.8,76.5,21.9,34.4,20.7,163.6,57.5,,144.2,334.4,1.8,4.5,1.2,2.5,65.0,6.0,71.3,157.2,1.6,260.1,134.2,2.1,207.2,29.6,117.1,10.6,54.1,2596.9999999999995
2015-03-09,,143.1,1.4,21.4,52.2,3.3,77.8,15.7,6.4,55.6,8.5,256.0,84.3,22.4,30.7,20.5,168.8,62.7,,145.0,378.9,1.8,4.3,1.1,2.2,69.2,6.4,76.8,166.8,1.5,276.5,127.4,3.1,204.0,30.7,131.9,11.2,55.7,2725.3
2015-03-10,,143.7,1.4,22.3,52.6,3.3,78.2,15.8,6.4,56.5,8.7,259.6,92.5,23.5,37.6,21.1,178.5,64.7,,145.6,375.3,1.7,5.0,1.2,2.4,67.6,6.4,79.0,177.4,1.4,280.6,134.6,2.2,208.9,32.6,136.5,11.4,58.2,2794.4
2015-03-11,,144.0,1.4,21.5,52.7,3.4,80.8,16.1,6.5,57.3,9.0,263.7,93.5,23.7,39.6,21.9,184.2,65.6,,149.2,376.6,2.0,5.1,1.2,2.2,67.5,6.5,81.8,180.7,1.4,282.3,135.5,2.2,213.7,33.1,136.4,9.6,55.5,2827.399999999999
2015-03-12,,145.9,1.4,21.5,53.2,3.3,82.7,16.2,6.5,57.2,11.0,265.9,97.1,23.8,40.0,21.5,189.1,66.6,,140.2,371.2,2.0,5.1,1.2,2.2,67.6,6.5,83.4,183.7,1.7,282.8,138.4,2.2,213.8,32.9,137.0,10.7,55.9,2841.399999999999
2015-03-13,,145.8,1.4,21.2,52.8,3.4,82.1,15.9,6.5,58.8,9.1,251.6,94.8,24.6,40.7,23.1,194.8,68.0,,127.6,366.5,2.0,5.1,1.2,2.3,68.3,6.7,84.1,175.4,1.4,285.9,141.4,2.5,216.8,33.0,141.2,11.8,58.3,2826.1
2015-03-14,,146.7,1.5,21.9,52.4,3.3,76.3,16.2,6.5,55.7,9.1,256.1,91.8,24.2,39.9,22.3,192.4,61.4,,118.9,360.8,1.9,4.9,1.1,1.9,70.7,6.6,83.8,138.9,1.6,282.0,143.2,2.1,207.0,32.7,143.4,11.8,55.5,2746.5
2015-03-15,,146.2,1.4,20.4,50.1,3.0,81.7,16.0,6.3,53.7,8.0,247.7,79.2,22.2,38.7,22.1,181.2,58.2,,98.1,339.7,1.9,5.2,1.1,2.3,69.4,6.0,73.9,113.1,1.5,268.2,138.8,2.4,193.8,31.0,136.1,11.8,55.3,2585.7
2015-03-16,,146.4,1.5,21.4,47.5,3.3,81.8,16.1,6.4,56.6,8.8,260.5,90.4,23.5,31.7,22.2,194.0,61.6,,107.2,371.3,1.9,5.1,1.1,2.1,73.1,6.4,74.8,133.3,1.9,274.5,143.8,2.5,189.5,32.8,142.6,12.1,55.8,2705.4999999999995
2015-03-17,,145.9,1.4,22.7,51.7,3.3,80.5,16.0,6.4,57.6,9.1,263.0,92.3,23.9,34.1,22.5,198.1,64.7,,114.2,373.2,1.7,5.1,1.2,2.2,75.6,6.6,81.2,140.7,1.2,272.7,145.4,3.2,207.3,33.2,141.5,11.5,56.5,2767.399999999999
2015-03-18,,148.6,1.5,20.4,52.4,3.4,82.9,16.0,6.5,57.5,8.2,265.5,95.7,24.3,37.0,22.8,201.0,67.1,,120.2,385.7,1.6,5.0,1.1,2.1,75.0,6.5,84.0,148.9,0.8,275.1,147.0,2.5,211.5,32.8,146.0,11.7,57.0,2825.3
2015-03-19,,150.5,1.5,20.9,55.2,3.3,85.2,15.6,6.4,58.6,9.5,273.2,97.3,25.0,38.4,22.9,205.1,67.5,,125.0,397.4,1.6,5.0,1.1,2.2,75.8,6.5,85.7,159.7,0.9,291.8,150.0,3.3,212.0,33.7,143.4,11.0,57.9,2900.1
2015-03-21,,148.5,1.7,20.9,52.5,3.3,80.9,16.0,6.3,58.1,10.8,283.3,101.7,24.2,39.9,20.1,193.6,67.5,,133.1,393.5,1.7,5.1,1.2,2.3,79.0,6.7,91.3,166.3,1.4,284.1,144.4,2.9,214.8,33.6,144.6,9.5,56.8,2901.6
2015-03-22,,144.3,1.6,22.7,52.2,3.0,83.3,15.9,6.3,55.5,9.7,276.1,96.3,21.6,37.7,18.7,186.7,63.0,,133.7,393.5,1.6,4.7,1.1,1.9,76.0,6.1,92.5,170.6,1.1,273.3,141.5,2.7,216.1,31.3,140.7,8.6,56.3,2847.8999999999996
2015-03-22,,144.3,1.6,22.7,52.2,3.0,83.3,15.9,6.3,55.5,9.7,276.1,96.3,21.6,37.7,18.7,186.7,63.0,,133.7,393.5,1.6,4.7,1.1,1.9,76.0,6.1,92.5,170.6,1.1,273.3,141.5,2.7,216.1,31.3,140.7,8.6,56.3,2847.8999999999996
2015-03-23,,148.6,1.6,22.7,54.7,3.4,83.7,16.2,6.5,61.0,8.3,290.6,104.5,23.3,37.4,19.7,199.9,68.3,,138.7,412.3,1.3,4.7,1.1,2.2,75.8,6.7,88.7,179.2,1.4,289.5,147.6,2.6,227.2,35.0,143.3,8.9,56.0,2972.5999999999995
2015-03-24,,152.3,1.5,21.9,55.8,3.5,87.3,16.2,6.6,63.1,7.8,293.2,109.7,23.5,36.2,21.4,200.0,70.4,,144.2,422.0,1.8,5.2,1.2,2.1,78.5,6.3,99.1,184.7,1.5,292.2,148.6,2.3,234.9,33.7,143.3,9.1,56.2,3037.2999999999997
2015-03-25,,151.7,1.3,20.9,58.5,3.6,88.2,16.0,6.6,66.7,8.8,293.0,112.1,22.9,36.3,20.5,206.9,70.1,,145.5,421.8,1.5,4.8,0.9,2.1,80.3,6.6,109.7,184.3,1.4,293.8,151.2,2.5,236.9,32.5,149.3,9.1,57.5,3075.8
2015-03-26,,153.7,1.7,22.7,56.8,3.7,87.8,16.2,6.5,70.2,8.9,300.3,109.9,23.0,39.3,19.3,211.7,71.0,,151.7,433.2,1.8,4.6,1.1,2.2,78.3,6.5,114.2,181.2,1.5,295.6,154.1,2.8,243.2,34.4,154.3,8.6,58.0,3130.0
2015-03-27,,149.1,1.7,20.9,53.9,3.7,88.3,16.3,6.6,69.1,9.1,299.3,105.2,22.9,38.5,18.8,207.7,69.8,,146.4,418.0,1.9,5.0,1.2,2.0,77.8,6.7,120.3,170.1,1.2,292.4,152.2,2.8,236.5,32.3,148.2,9.0,54.2,3059.0999999999995
