date,state,energy_met_mu,lag_1,lag_7,roll_7,dow,day_name,month,year,is_weekend,t,holiday_name,is_holiday,temp_max_c,temp_min_c,rain_mm
2013-04-01,Karnataka,159.4,,,,0,Monday,4,2013,0,0,,0,32.1,23.1,6.3
2013-04-02,Karnataka,164.6,159.4,,,1,Tuesday,4,2013,0,1,,0,31.8,21.9,3.6
2013-04-03,Karnataka,163.7,164.6,,,2,Wednesday,4,2013,0,2,,0,31.8,22.1,0.4
2013-04-04,Karnataka,161.8,163.7,,,3,Thursday,4,2013,0,3,,0,33.4,21.3,0.0
2013-04-05,Karnataka,163.3,161.8,,,4,Friday,4,2013,0,4,,0,33.2,22.1,0.0
2013-04-06,Karnataka,161.1,163.3,,,5,Saturday,4,2013,1,5,,0,34.4,22.6,0.0
2013-04-07,Karnataka,161.2,161.1,,,6,Sunday,4,2013,1,6,,0,35.4,19.9,0.0
2013-04-08,Karnataka,169.6,161.2,159.4,162.15714285714284,0,Monday,4,2013,0,7,,0,34.7,21.3,0.0
2013-04-09,Karnataka,172.1,169.6,164.6,163.6142857142857,1,Tuesday,4,2013,0,8,,0,33.3,22.7,0.0
2013-04-10,Karnataka,169.7,172.1,163.7,164.68571428571428,2,Wednesday,4,2013,0,9,,0,34.1,22.1,0.0
2013-04-11,Karnataka,162.4,169.7,161.8,165.54285714285714,3,Thursday,4,2013,0,10,Ugadi,1,34.8,20.5,0.0
2013-04-12,Karnataka,169.3,162.4,163.3,165.62857142857143,4,Friday,4,2013,0,11,,0,35.6,20.9,0.0
2013-04-13,Karnataka,172.2,169.3,161.1,166.4857142857143,5,Saturday,4,2013,1,12,,0,34.4,19.4,0.0
2013-04-14,Karnataka,167.2,172.2,161.2,168.07142857142858,6,Sunday,4,2013,1,13,Dr. B. R. Ambedkar's Jayanti,1,34.5,21.1,0.0
2013-04-15,Karnataka,170.8,167.2,169.6,168.92857142857142,0,Monday,4,2013,0,14,,0,32.9,22.4,0.0
2013-04-16,Karnataka,169.6,170.8,172.1,169.1,1,Tuesday,4,2013,0,15,,0,34.5,21.9,0.0
2013-04-17,Karnataka,170.7,169.6,169.7,168.74285714285716,2,Wednesday,4,2013,0,16,,0,35.0,21.3,0.0
2013-04-18,Karnataka,171.2,170.7,162.4,168.8857142857143,3,Thursday,4,2013,0,17,,0,34.3,21.4,0.0
2013-04-19,Karnataka,166.7,171.2,169.3,170.14285714285714,4,Friday,4,2013,0,18,Ram Navami,1,32.9,21.7,0.0
2013-04-20,Karnataka,169.5,166.7,172.2,169.77142857142857,5,Saturday,4,2013,1,19,,0,32.9,21.3,0.0
2013-04-21,Karnataka,161.7,169.5,167.2,169.3857142857143,6,Sunday,4,2013,1,20,,0,33.4,21.7,0.0
2013-04-22,Karnataka,167.4,161.7,170.8,168.59999999999997,0,Monday,4,2013,0,21,,0,32.2,21.8,0.0
2013-04-23,Karnataka,169.4,167.4,169.6,168.1142857142857,1,Tuesday,4,2013,0,22,,0,31.4,21.9,0.0
2013-04-24,Karnataka,164.2,169.4,170.7,168.08571428571426,2,Wednesday,4,2013,0,23,Mahavir Jayanti,1,32.5,21.5,3.0
2013-04-25,Karnataka,156.8,164.2,171.2,167.15714285714284,3,Thursday,4,2013,0,24,,0,31.1,21.5,8.1
2013-04-26,Karnataka,149.4,156.8,166.7,165.1,4,Friday,4,2013,0,25,,0,31.4,21.0,1.0
2013-04-27,Karnataka,156.3,149.4,169.5,162.62857142857143,5,Saturday,4,2013,1,26,,0,31.3,21.0,0.0
2013-04-28,Karnataka,149.0,156.3,161.7,160.74285714285716,6,Sunday,4,2013,1,27,,0,32.1,21.7,0.2
2013-04-29,Karnataka,153.8,149.0,167.4,158.92857142857142,0,Monday,4,2013,0,28,,0,32.9,20.8,0.0
2013-04-30,Karnataka,158.6,153.8,169.4,156.9857142857143,1,Tuesday,4,2013,0,29,,0,34.8,21.7,0.0
2013-05-01,Karnataka,153.7,158.6,164.2,155.44285714285715,2,Wednesday,5,2013,0,30,,0,34.8,20.1,0.0
2013-05-02,Karnataka,160.2,153.7,156.8,153.94285714285712,3,Thursday,5,2013,0,31,,0,34.4,22.1,0.0
2013-05-03,Karnataka,163.2,160.2,149.4,154.42857142857142,4,Friday,5,2013,0,32,,0,34.2,22.3,0.7
2013-05-04,Karnataka,167.7,163.2,156.3,156.4,5,Saturday,5,2013,1,33,,0,33.5,22.9,2.2
2013-05-05,Karnataka,164.2,167.7,149.0,158.02857142857144,6,Sunday,5,2013,1,34,,0,32.7,22.1,3.2
2013-05-06,Karnataka,165.5,164.2,153.8,160.2,0,Monday,5,2013,0,35,,0,32.3,21.7,0.0
2013-05-07,Karnataka,168.9,165.5,158.6,161.87142857142857,1,Tuesday,5,2013,0,36,,0,33.0,22.5,0.0
2013-05-08,Karnataka,167.7,168.9,153.7,163.34285714285716,2,Wednesday,5,2013,0,37,,0,33.7,22.5,1.0
2013-05-09,Karnataka,146.4,167.7,160.2,165.34285714285713,3,Thursday,5,2013,0,38,,0,34.3,22.3,4.6
2013-05-10,Karnataka,149.5,146.4,163.2,163.37142857142857,4,Friday,5,2013,0,39,,0,33.2,22.3,0.3
2013-05-11,Karnataka,147.1,149.5,167.7,161.41428571428568,5,Saturday,5,2013,1,40,,0,33.7,22.1,7.7
2013-05-12,Karnataka,141.8,147.1,164.2,158.47142857142856,6,Sunday,5,2013,1,41,,0,30.5,21.7,0.6
2013-05-13,Karnataka,156.8,141.8,165.5,155.27142857142857,0,Monday,5,2013,0,42,,0,31.2,22.6,0.0
2013-05-14,Karnataka,159.4,156.8,168.9,154.02857142857144,1,Tuesday,5,2013,0,43,,0,31.9,21.5,0.0
2013-05-15,Karnataka,162.4,159.4,167.7,152.67142857142858,2,Wednesday,5,2013,0,44,,0,32.4,20.9,0.0
2013-05-16,Karnataka,162.3,162.4,146.4,151.91428571428574,3,Thursday,5,2013,0,45,,0,31.9,20.6,0.0
2013-05-17,Karnataka,168.5,162.3,149.5,154.18571428571428,4,Friday,5,2013,0,46,,0,33.2,21.5,0.0
2013-05-18,Karnataka,162.9,168.5,147.1,156.9,5,Saturday,5,2013,1,47,,0,33.4,22.8,7.2
2013-05-19,Karnataka,146.3,162.9,141.8,159.15714285714287,6,Sunday,5,2013,1,48,,0,32.1,21.5,21.9
2013-05-20,Karnataka,149.4,146.3,156.8,159.8,0,Monday,5,2013,0,49,,0,31.7,21.8,24.4
2013-05-21,Karnataka,142.3,149.4,159.4,158.74285714285716,1,Tuesday,5,2013,0,50,,0,31.3,20.2,66.4
2013-05-22,Karnataka,152.8,142.3,162.4,156.29999999999998,2,Wednesday,5,2013,0,51,,0,30.8,21.3,2.2
2013-05-23,Karnataka,150.8,152.8,162.3,154.92857142857142,3,Thursday,5,2013,0,52,,0,31.1,21.5,0.4
2013-05-24,Karnataka,160.8,150.8,168.5,153.28571428571428,4,Friday,5,2013,0,53,,0,30.9,20.6,0.0
2013-05-25,Karnataka,159.0,160.8,162.9,152.1857142857143,5,Saturday,5,2013,1,54,Buddha Purnima,1,30.3,20.8,0.4
2013-05-26,Karnataka,148.5,159.0,146.3,151.62857142857143,6,Sunday,5,2013,1,55,,0,29.7,20.8,1.1
2013-05-27,Karnataka,147.7,148.5,149.4,151.94285714285715,0,Monday,5,2013,0,56,,0,28.9,21.0,13.5
2013-05-28,Karnataka,146.4,147.7,142.3,151.70000000000002,1,Tuesday,5,2013,0,57,,0,27.3,21.1,11.3
2013-05-29,Karnataka,141.9,146.4,152.8,152.28571428571428,2,Wednesday,5,2013,0,58,,0,27.2,20.7,4.7
2013-05-30,Karnataka,,141.9,150.8,150.72857142857146,3,Thursday,5,2013,0,59,,0,28.0,20.6,18.0
2013-05-31,Karnataka,139.9,,160.8,,4,Friday,5,2013,0,60,,0,27.5,20.4,5.8
2013-06-01,Karnataka,,139.9,159.0,,5,Saturday,6,2013,1,61,,0,24.4,20.0,16.9
2013-06-02,Karnataka,117.4,,148.5,,6,Sunday,6,2013,1,62,,0,24.0,19.5,16.3
2013-06-03,Karnataka,,117.4,147.7,,0,Monday,6,2013,0,63,,0,23.9,19.4,0.8
2013-06-04,Karnataka,131.1,,146.4,,1,Tuesday,6,2013,0,64,,0,27.1,19.7,2.9
2013-06-05,Karnataka,135.5,131.1,141.9,,2,Wednesday,6,2013,0,65,,0,26.7,19.3,2.1
2013-06-06,Karnataka,132.6,135.5,,,3,Thursday,6,2013,0,66,,0,27.2,20.1,7.0
2013-06-07,Karnataka,134.9,132.6,139.9,,4,Friday,6,2013,0,67,,0,27.5,20.4,5.6
2013-06-08,Karnataka,130.9,134.9,,,5,Saturday,6,2013,1,68,,0,26.0,20.0,1.2
2013-06-09,Karnataka,121.8,130.9,117.4,,6,Sunday,6,2013,1,69,,0,26.7,20.4,0.0
2013-06-10,Karnataka,136.7,121.8,,,0,Monday,6,2013,0,70,,0,26.6,19.8,5.1
2013-06-11,Karnataka,138.6,136.7,131.1,131.92857142857142,1,Tuesday,6,2013,0,71,,0,25.2,20.5,16.2
2013-06-12,Karnataka,137.7,138.6,135.5,133.0,2,Wednesday,6,2013,0,72,,0,22.9,20.1,1.9
2013-06-13,Karnataka,135.7,137.7,132.6,133.31428571428572,3,Thursday,6,2013,0,73,,0,25.9,19.7,0.3
2013-06-14,Karnataka,136.6,135.7,134.9,133.75714285714284,4,Friday,6,2013,0,74,,0,26.4,20.4,3.9
2013-06-15,Karnataka,135.6,136.6,130.9,134.0,5,Saturday,6,2013,1,75,,0,26.4,20.7,1.7
2013-06-16,Karnataka,127.0,135.6,121.8,134.67142857142855,6,Sunday,6,2013,1,76,,0,26.5,20.3,1.2
2013-06-17,Karnataka,140.9,127.0,136.7,135.4142857142857,0,Monday,6,2013,0,77,,0,25.2,20.4,10.1
2013-06-18,Karnataka,146.8,140.9,138.6,136.0142857142857,1,Tuesday,6,2013,0,78,,0,24.6,19.8,4.6
2013-06-19,Karnataka,147.9,146.8,137.7,137.18571428571428,2,Wednesday,6,2013,0,79,,0,24.2,19.7,3.4
2013-06-20,Karnataka,148.5,147.9,135.7,138.64285714285714,3,Thursday,6,2013,0,80,,0,25.4,19.8,7.8
2013-06-21,Karnataka,151.2,148.5,136.6,140.4714285714286,4,Friday,6,2013,0,81,,0,25.1,20.2,0.7
2013-06-22,Karnataka,148.6,151.2,135.6,142.55714285714285,5,Saturday,6,2013,1,82,,0,25.5,20.3,8.6
2013-06-23,Karnataka,140.7,148.6,127.0,144.4142857142857,6,Sunday,6,2013,1,83,,0,25.3,20.3,3.6
2013-06-24,Karnataka,145.9,140.7,140.9,146.37142857142857,0,Monday,6,2013,0,84,,0,25.6,20.6,3.2
2013-06-25,Karnataka,141.3,145.9,146.8,147.08571428571426,1,Tuesday,6,2013,0,85,,0,25.6,20.1,5.3
2013-06-26,Karnataka,142.7,141.3,147.9,146.3,2,Wednesday,6,2013,0,86,,0,26.0,20.0,4.6
2013-06-27,Karnataka,143.9,142.7,148.5,145.55714285714285,3,Thursday,6,2013,0,87,,0,25.3,20.0,10.4
2013-06-28,Karnataka,,143.9,151.2,144.9,4,Friday,6,2013,0,88,,0,26.3,19.0,0.4
2013-06-29,Karnataka,148.0,,148.6,,5,Saturday,6,2013,1,89,,0,25.6,19.1,1.9
2013-06-30,Karnataka,140.8,148.0,140.7,,6,Sunday,6,2013,1,90,,0,26.0,19.0,0.6
2013-07-01,Karnataka,148.8,140.8,145.9,,0,Monday,7,2013,0,91,,0,25.9,19.7,0.1
2013-07-02,Karnataka,150.4,148.8,141.3,,1,Tuesday,7,2013,0,92,,0,25.9,19.5,5.7
2013-07-03,Karnataka,147.4,150.4,142.7,,2,Wednesday,7,2013,0,93,,0,26.2,19.6,7.0
2013-07-04,Karnataka,145.0,147.4,143.9,,3,Thursday,7,2013,0,94,,0,26.3,19.3,3.7
2013-07-05,Karnataka,150.0,145.0,,,4,Friday,7,2013,0,95,,0,25.7,20.0,0.6
2013-07-06,Karnataka,149.0,150.0,148.0,147.20000000000002,5,Saturday,7,2013,1,96,,0,25.8,20.4,1.0
2013-07-07,Karnataka,137.8,149.0,140.8,147.34285714285716,6,Sunday,7,2013,1,97,,0,26.0,19.7,6.9
2013-07-08,Karnataka,144.5,137.8,148.8,146.91428571428574,0,Monday,7,2013,0,98,,0,26.1,19.3,7.3
2013-07-09,Karnataka,148.1,144.5,150.4,146.29999999999998,1,Tuesday,7,2013,0,99,,0,25.7,20.1,2.9
2013-07-10,Karnataka,147.1,148.1,147.4,145.9714285714286,2,Wednesday,7,2013,0,100,,0,24.9,19.4,1.5
2013-07-11,Karnataka,140.5,147.1,145.0,145.92857142857142,3,Thursday,7,2013,0,101,,0,24.0,18.8,6.3
2013-07-12,Karnataka,138.8,140.5,150.0,145.28571428571428,4,Friday,7,2013,0,102,,0,23.2,18.9,9.2
2013-07-13,Karnataka,136.2,138.8,149.0,143.68571428571428,5,Saturday,7,2013,1,103,,0,25.9,19.2,3.0
2013-07-14,Karnataka,130.3,136.2,137.8,141.85714285714286,6,Sunday,7,2013,1,104,,0,26.4,20.2,1.9
2013-07-15,Karnataka,141.9,130.3,144.5,140.78571428571428,0,Monday,7,2013,0,105,,0,26.1,19.9,8.7
2013-07-16,Karnataka,141.1,141.9,148.1,140.4142857142857,1,Tuesday,7,2013,0,106,,0,26.1,19.7,8.9
2013-07-17,Karnataka,141.4,141.1,147.1,139.4142857142857,2,Wednesday,7,2013,0,107,,0,25.9,19.8,3.2
2013-07-18,Karnataka,138.6,141.4,140.5,138.6,3,Thursday,7,2013,0,108,,0,25.3,19.5,4.4
2013-07-19,Karnataka,137.0,138.6,138.8,138.32857142857145,4,Friday,7,2013,0,109,,0,22.0,19.5,10.1
2013-07-20,Karnataka,132.5,137.0,136.2,138.07142857142858,5,Saturday,7,2013,1,110,,0,24.9,18.8,4.6
2013-07-21,Karnataka,124.5,132.5,130.3,137.54285714285714,6,Sunday,7,2013,1,111,,0,24.6,19.4,6.9
2013-07-22,Karnataka,136.5,124.5,141.9,136.71428571428572,0,Monday,7,2013,0,112,,0,23.3,19.3,4.4
2013-07-23,Karnataka,129.8,136.5,141.1,135.94285714285715,1,Tuesday,7,2013,0,113,,0,23.9,18.5,4.1
2013-07-24,Karnataka,131.5,129.8,141.4,134.32857142857142,2,Wednesday,7,2013,0,114,,0,24.5,18.4,10.4
2013-07-25,Karnataka,136.3,131.5,138.6,132.91428571428574,3,Thursday,7,2013,0,115,,0,24.1,19.8,1.6
2013-07-26,Karnataka,135.0,136.3,137.0,132.5857142857143,4,Friday,7,2013,0,116,,0,24.2,19.6,2.3
2013-07-27,Karnataka,,135.0,132.5,132.3,5,Saturday,7,2013,1,117,,0,24.2,19.5,0.0
2013-07-28,Karnataka,124.0,,124.5,,6,Sunday,7,2013,1,118,,0,25.2,19.8,9.7
2013-07-29,Karnataka,134.9,124.0,136.5,,0,Monday,7,2013,0,119,,0,25.5,19.0,0.2
2013-07-30,Karnataka,137.4,134.9,129.8,,1,Tuesday,7,2013,0,120,,0,25.0,18.7,0.6
2013-07-31,Karnataka,137.5,137.4,131.5,,2,Wednesday,7,2013,0,121,,0,24.9,19.5,0.1
2013-08-01,Karnataka,137.2,137.5,136.3,,3,Thursday,8,2013,0,122,,0,24.3,19.9,2.6
2013-08-02,Karnataka,140.8,137.2,135.0,,4,Friday,8,2013,0,123,,0,25.7,20.3,1.3
2013-08-03,Karnataka,140.6,140.8,,,5,Saturday,8,2013,1,124,,0,25.3,19.5,4.3
2013-08-04,Karnataka,131.4,140.6,124.0,136.05714285714285,6,Sunday,8,2013,1,125,,0,26.1,20.2,2.5
2013-08-05,Karnataka,138.2,131.4,134.9,137.1142857142857,0,Monday,8,2013,0,126,,0,24.6,19.4,5.0
2013-08-06,Karnataka,143.0,138.2,137.4,137.5857142857143,1,Tuesday,8,2013,0,127,,0,25.9,19.6,4.0
2013-08-07,Karnataka,145.5,143.0,137.5,138.3857142857143,2,Wednesday,8,2013,0,128,,0,25.7,19.7,0.7
2013-08-08,Karnataka,147.4,145.5,137.2,139.52857142857144,3,Thursday,8,2013,0,129,,0,25.7,19.4,1.3
2013-08-09,Karnataka,146.3,147.4,140.8,140.9857142857143,4,Friday,8,2013,0,130,Id-ul-Fitr,1,26.2,19.0,1.2
2013-08-10,Karnataka,143.8,146.3,140.6,141.77142857142857,5,Saturday,8,2013,1,131,,0,25.9,19.4,7.0
2013-08-11,Karnataka,139.2,143.8,131.4,142.22857142857143,6,Sunday,8,2013,1,132,,0,25.9,18.6,1.5
2013-08-12,Karnataka,144.0,139.2,138.2,143.34285714285716,0,Monday,8,2013,0,133,,0,26.5,19.2,2.7
2013-08-13,Karnataka,,144.0,143.0,144.17142857142858,1,Tuesday,8,2013,0,134,,0,25.3,19.8,9.5
2013-08-14,Karnataka,147.3,,145.5,,2,Wednesday,8,2013,0,135,,0,25.0,19.6,5.3
2013-08-15,Karnataka,145.5,147.3,147.4,,3,Thursday,8,2013,0,136,Independence Day,1,23.7,18.7,10.2
2013-08-16,Karnataka,141.5,145.5,146.3,,4,Friday,8,2013,0,137,,0,23.2,19.4,17.7
2013-08-17,Karnataka,139.8,141.5,143.8,,5,Saturday,8,2013,1,138,,0,25.3,19.3,6.4
2013-08-18,Karnataka,137.2,139.8,139.2,,6,Sunday,8,2013,1,139,,0,24.3,19.6,9.6
2013-08-19,Karnataka,139.8,137.2,144.0,,0,Monday,8,2013,0,140,,0,24.4,19.0,3.8
2013-08-20,Karnataka,148.6,139.8,,,1,Tuesday,8,2013,0,141,,0,25.8,19.5,4.3
2013-08-21,Karnataka,153.4,148.6,147.3,142.81428571428572,2,Wednesday,8,2013,0,142,,0,25.8,20.2,1.2
2013-08-22,Karnataka,155.4,153.4,145.5,143.68571428571428,3,Thursday,8,2013,0,143,,0,25.5,18.9,0.7
2013-08-23,Karnataka,156.4,155.4,141.5,145.1,4,Friday,8,2013,0,144,,0,26.0,19.3,0.8
2013-08-24,Karnataka,155.1,156.4,139.8,147.22857142857146,5,Saturday,8,2013,1,145,,0,26.5,19.5,1.2
2013-08-25,Karnataka,147.7,155.1,137.2,149.41428571428574,6,Sunday,8,2013,1,146,,0,26.4,19.9,0.5
2013-08-26,Karnataka,161.8,147.7,139.8,150.91428571428574,0,Monday,8,2013,0,147,,0,26.5,18.4,0.0
2013-08-27,Karnataka,164.6,161.8,148.6,154.05714285714288,1,Tuesday,8,2013,0,148,,0,27.1,18.7,0.0
2013-08-28,Karnataka,,164.6,153.4,156.34285714285716,2,Wednesday,8,2013,0,149,Janmashtami (Vaishnava),1,26.9,18.8,0.0
2013-08-29,Karnataka,,,155.4,,3,Thursday,8,2013,0,150,,0,26.9,19.6,0.1
2013-08-30,Karnataka,171.9,,156.4,,4,Friday,8,2013,0,151,,0,27.4,19.5,2.0
2013-08-31,Karnataka,166.1,171.9,155.1,,5,Saturday,8,2013,1,152,,0,27.4,19.8,9.6
2013-09-01,Karnataka,150.0,166.1,147.7,,6,Sunday,9,2013,1,153,,0,28.3,19.3,14.3
2013-09-02,Karnataka,150.5,150.0,161.8,,0,Monday,9,2013,0,154,,0,27.7,19.5,14.2
2013-09-03,Karnataka,144.2,150.5,164.6,,1,Tuesday,9,2013,0,155,,0,27.1,19.4,11.1
2013-09-04,Karnataka,145.8,144.2,,,2,Wednesday,9,2013,0,156,,0,25.7,19.5,11.1
2013-09-05,Karnataka,148.9,145.8,,,3,Thursday,9,2013,0,157,,0,25.7,19.4,6.0
2013-09-06,Karnataka,151.0,148.9,171.9,153.91428571428574,4,Friday,9,2013,0,158,,0,25.7,19.1,3.3
2013-09-07,Karnataka,146.0,151.0,166.1,150.92857142857142,5,Saturday,9,2013,1,159,,0,24.6,18.8,10.5
2013-09-08,Karnataka,130.0,146.0,150.0,148.05714285714288,6,Sunday,9,2013,1,160,,0,23.0,19.1,3.3
2013-09-09,Karnataka,119.1,130.0,150.5,145.2,0,Monday,9,2013,0,161,,0,24.8,18.9,7.2
2013-09-10,Karnataka,124.2,119.1,144.2,140.71428571428572,1,Tuesday,9,2013,0,162,,0,24.9,18.7,2.8
2013-09-11,Karnataka,126.1,124.2,145.8,137.85714285714286,2,Wednesday,9,2013,0,163,,0,23.8,19.3,9.0
2013-09-12,Karnataka,126.1,126.1,148.9,135.04285714285714,3,Thursday,9,2013,0,164,,0,23.9,19.6,31.8
2013-09-13,Karnataka,124.7,126.1,151.0,131.78571428571428,4,Friday,9,2013,0,165,,0,25.3,18.8,18.5
2013-09-14,Karnataka,,124.7,146.0,128.02857142857144,5,Saturday,9,2013,1,166,,0,26.7,19.4,11.0
2013-09-15,Karnataka,113.4,,130.0,,6,Sunday,9,2013,1,167,,0,26.0,19.5,0.5
2013-09-16,Karnataka,124.6,113.4,119.1,,0,Monday,9,2013,0,168,,0,25.7,19.7,7.2
2013-09-17,Karnataka,126.8,124.6,124.2,,1,Tuesday,9,2013,0,169,,0,25.8,19.9,28.2
2013-09-18,Karnataka,127.3,126.8,126.1,,2,Wednesday,9,2013,0,170,,0,23.8,20.1,8.3
2013-09-19,Karnataka,125.0,127.3,126.1,,3,Thursday,9,2013,0,171,,0,26.2,19.9,1.0
2013-09-20,Karnataka,,125.0,124.7,,4,Friday,9,2013,0,172,,0,24.5,20.2,5.9
2013-09-21,Karnataka,123.0,,,,5,Saturday,9,2013,1,173,,0,26.1,20.0,0.8
2013-09-22,Karnataka,116.5,123.0,113.4,,6,Sunday,9,2013,1,174,,0,26.2,19.0,0.0
2013-09-23,Karnataka,,116.5,124.6,,0,Monday,9,2013,0,175,,0,26.9,17.5,0.0
2013-09-24,Karnataka,139.7,,126.8,,1,Tuesday,9,2013,0,176,,0,25.9,17.4,0.2
2013-09-25,Karnataka,147.8,139.7,127.3,,2,Wednesday,9,2013,0,177,,0,26.1,17.5,0.2
2013-09-26,Karnataka,152.6,147.8,125.0,,3,Thursday,9,2013,0,178,,0,27.5,18.1,0.0
2013-09-27,Karnataka,156.7,152.6,,,4,Friday,9,2013,0,179,,0,27.7,17.9,0.0
2013-09-28,Karnataka,156.6,156.7,123.0,,5,Saturday,9,2013,1,180,,0,26.3,19.1,0.0
2013-09-29,Karnataka,149.4,156.6,116.5,,6,Sunday,9,2013,1,181,,0,26.1,17.7,0.0
2013-09-30,Karnataka,157.9,149.4,,,0,Monday,9,2013,0,182,,0,25.2,18.1,2.4
2013-10-01,Karnataka,158.4,157.9,139.7,151.52857142857144,1,Tuesday,10,2013,0,183,,0,25.9,18.7,0.0
2013-10-02,Karnataka,147.8,158.4,147.8,154.20000000000002,2,Wednesday,10,2013,0,184,Mahatma Gandhi's Jayanti,1,26.4,18.8,0.4
2013-10-03,Karnataka,155.5,147.8,152.6,154.20000000000002,3,Thursday,10,2013,0,185,,0,26.6,19.3,0.0
2013-10-04,Karnataka,160.3,155.5,156.7,154.6142857142857,4,Friday,10,2013,0,186,,0,27.4,17.3,0.0
2013-10-05,Karnataka,158.1,160.3,156.6,155.12857142857143,5,Saturday,10,2013,1,187,,0,24.9,16.3,1.1
2013-10-06,Karnataka,148.5,158.1,149.4,155.34285714285716,6,Sunday,10,2013,1,188,,0,25.5,19.0,0.4
2013-10-07,Karnataka,160.4,148.5,157.9,155.21428571428572,0,Monday,10,2013,0,189,,0,27.3,18.6,6.6
2013-10-08,Karnataka,158.6,160.4,158.4,155.57142857142858,1,Tuesday,10,2013,0,190,,0,26.5,19.3,8.8
2013-10-09,Karnataka,157.6,158.6,147.8,155.6,2,Wednesday,10,2013,0,191,,0,25.2,19.3,7.2
2013-10-10,Karnataka,159.8,157.6,155.5,157.0,3,Thursday,10,2013,0,192,,0,26.1,18.8,0.1
2013-10-11,Karnataka,164.8,159.8,160.3,157.61428571428573,4,Friday,10,2013,0,193,,0,25.9,18.2,0.0
2013-10-12,Karnataka,158.7,164.8,158.1,158.25714285714284,5,Saturday,10,2013,1,194,,0,26.1,17.3,0.0
2013-10-13,Karnataka,151.9,158.7,148.5,158.34285714285716,6,Sunday,10,2013,1,195,Dussehra,1,26.1,19.1,0.4
2013-10-14,Karnataka,150.8,151.9,160.4,158.82857142857142,0,Monday,10,2013,0,196,,0,26.5,19.0,0.3
2013-10-15,Karnataka,,150.8,158.6,157.45714285714286,1,Tuesday,10,2013,0,197,,0,27.4,19.0,3.9
2013-10-16,Karnataka,155.4,,157.6,,2,Wednesday,10,2013,0,198,Id-ul-Zuha (Bakrid),1,27.0,19.6,10.2
2013-10-17,Karnataka,155.2,155.4,159.8,,3,Thursday,10,2013,0,199,,0,27.2,18.7,1.8
2013-10-18,Karnataka,157.5,155.2,164.8,,4,Friday,10,2013,0,200,,0,27.2,18.1,4.5
2013-10-19,Karnataka,156.2,157.5,158.7,,5,Saturday,10,2013,1,201,,0,26.2,16.9,0.3
2013-10-20,Karnataka,145.2,156.2,151.9,,6,Sunday,10,2013,1,202,,0,25.1,18.8,3.8
2013-10-21,Karnataka,151.2,145.2,150.8,,0,Monday,10,2013,0,203,,0,24.2,18.6,2.1
2013-10-22,Karnataka,146.0,151.2,,,1,Tuesday,10,2013,0,204,,0,22.0,18.5,6.0
2013-10-23,Karnataka,138.1,146.0,155.4,152.38571428571427,2,Wednesday,10,2013,0,205,,0,23.2,19.1,5.0
2013-10-24,Karnataka,133.8,138.1,155.2,149.91428571428568,3,Thursday,10,2013,0,206,,0,24.3,19.6,7.7
2013-10-25,Karnataka,132.9,133.8,157.5,146.85714285714286,4,Friday,10,2013,0,207,,0,24.8,19.5,10.5
2013-10-26,Karnataka,127.5,132.9,156.2,143.34285714285713,5,Saturday,10,2013,1,208,,0,25.8,19.2,0.3
2013-10-27,Karnataka,121.4,127.5,145.2,139.24285714285716,6,Sunday,10,2013,1,209,,0,25.4,18.5,0.0
2013-10-28,Karnataka,134.1,121.4,151.2,135.84285714285713,0,Monday,10,2013,0,210,,0,24.9,18.4,3.3
2013-10-29,Karnataka,140.8,134.1,146.0,133.4,1,Tuesday,10,2013,0,211,,0,26.1,19.1,0.5
2013-10-30,Karnataka,143.8,140.8,138.1,132.65714285714287,2,Wednesday,10,2013,0,212,,0,26.2,19.8,0.3
2013-10-31,Karnataka,150.8,143.8,133.8,133.47142857142856,3,Thursday,10,2013,0,213,,0,26.1,18.2,0.0
2013-11-01,Karnataka,144.4,150.8,132.9,135.9,4,Friday,11,2013,0,214,Karnataka Rajyotsava,1,26.5,17.4,0.1
2013-11-02,Karnataka,144.5,144.4,127.5,137.54285714285714,5,Saturday,11,2013,1,215,,0,26.3,19.9,1.5
2013-11-03,Karnataka,136.3,144.5,121.4,139.97142857142856,6,Sunday,11,2013,1,216,Diwali (Deepavali),1,25.8,19.4,1.6
2013-11-04,Karnataka,137.0,136.3,134.1,142.1,0,Monday,11,2013,0,217,,0,25.4,19.0,1.4
2013-11-05,Karnataka,151.5,137.0,140.8,142.51428571428573,1,Tuesday,11,2013,0,218,,0,25.6,17.0,0.0
2013-11-06,Karnataka,159.5,151.5,143.8,144.04285714285714,2,Wednesday,11,2013,0,219,,0,26.1,17.2,0.0
2013-11-07,Karnataka,164.8,159.5,150.8,146.28571428571428,3,Thursday,11,2013,0,220,,0,26.7,17.7,0.0
2013-11-08,Karnataka,168.6,164.8,144.4,148.28571428571428,4,Friday,11,2013,0,221,,0,26.2,17.5,0.0
2013-11-09,Karnataka,168.0,168.6,144.5,151.74285714285716,5,Saturday,11,2013,1,222,,0,25.9,15.4,0.0
2013-11-10,Karnataka,161.1,168.0,136.3,155.1,6,Sunday,11,2013,1,223,,0,26.6,16.0,0.0
2013-11-11,Karnataka,168.9,161.1,137.0,158.64285714285714,0,Monday,11,2013,0,224,,0,26.6,16.5,0.0
2013-11-12,Karnataka,172.6,168.9,151.5,163.20000000000002,1,Tuesday,11,2013,0,225,,0,26.1,16.4,0.0
