date,state,energy_met_mu
2015-11-07,Karnataka,159.5
2015-11-08,Karnataka,155.9
2015-11-09,Karnataka,163.0
2015-11-10,Karnataka,154.5
2015-11-11,Karnataka,152.7
2015-11-12,Karnataka,147.8
2015-11-13,Karnataka,151.6
2015-11-14,Karnataka,154.9
2015-11-15,Karnataka,153.1
2015-11-16,Karnataka,154.8
2015-11-17,Karnataka,157.4
2015-11-18,Karnataka,162.0
2015-11-19,Karnataka,158.4
2015-11-20,Karnataka,155.6
2015-11-21,Karnataka,153.1
2015-11-22,Karnataka,145.6
2015-11-23,Karnataka,150.6
2015-11-24,Karnataka,152.6
2015-11-25,Karnataka,154.8
2015-11-26,Karnataka,157.8
2015-11-27,Karnataka,155.8
2015-11-28,Karnataka,158.1
2015-11-29,Karnataka,154.4
2015-11-30,Karnataka,152.8
2015-12-01,Karnataka,152.0
2015-12-02,Karnataka,154.0
2015-12-03,Karnataka,156.7
2015-12-04,Karnataka,158.7
2015-12-05,Karnataka,162.0
2015-12-06,Karnataka,155.7
2015-12-07,Karnataka,161.1
2015-12-08,Karnataka,163.9
2015-12-09,Karnataka,165.0
2015-12-10,Karnataka,167.3
2015-12-11,Karnataka,165.2
2015-12-12,Karnataka,159.6
2015-12-13,Karnataka,165.5
2015-12-14,Karnataka,171.4
2015-12-15,Karnataka,170.1
2015-12-16,Karnataka,168.3
2015-12-17,Karnataka,169.1
2015-12-18,Karnataka,171.8
2015-12-19,Karnataka,171.8
2015-12-20,Karnataka,166.7
2015-12-21,Karnataka,173.9
2015-12-22,Karnataka,173.4
2015-12-23,Karnataka,171.0
2015-12-24,Karnataka,172.1
2015-12-25,Karnataka,170.4
2015-12-26,Karnataka,171.7
2015-12-27,Karnataka,174.1
2015-12-28,Karnataka,175.3
2015-12-29,Karnataka,175.0
2015-12-30,Karnataka,177.7
2015-12-31,Karnataka,181.2
2016-01-01,Karnataka,174.7
2016-01-02,Karnataka,179.7
2016-01-03,Karnataka,173.6
2016-01-04,Karnataka,182.4
2016-01-05,Karnataka,182.5
2016-01-06,Karnataka,184.9
2016-01-07,Karnataka,185.1
2016-01-08,Karnataka,183.0
2016-01-09,Karnataka,184.4
2016-01-10,Karnataka,176.8
2016-01-11,Karnataka,183.5
2016-01-12,Karnataka,182.5
2016-01-13,Karnataka,186.6
2016-01-14,Karnataka,186.0
2016-01-15,Karnataka,180.4
2016-01-16,Karnataka,183.3
2016-01-17,Karnataka,182.3
2016-01-18,Karnataka,187.6
2016-01-19,Karnataka,181.8
2016-01-20,Karnataka,175.4
2016-01-21,Karnataka,177.0
2016-01-22,Karnataka,180.2
2016-01-23,Karnataka,179.8
2016-01-24,Karnataka,177.3
2016-01-25,Karnataka,187.2
2016-01-26,Karnataka,178.4
2016-01-27,Karnataka,189.6
2016-01-28,Karnataka,191.2
2016-01-29,Karnataka,194.0
2016-01-30,Karnataka,193.0
2016-01-31,Karnataka,184.2
2016-02-01,Karnataka,191.8
2016-02-02,Karnataka,194.3
2016-02-03,Karnataka,193.6
2016-02-04,Karnataka,196.2
2016-02-05,Karnataka,194.5
2016-02-06,Karnataka,192.1
2016-02-07,Karnataka,188.7
2016-02-08,Karnataka,197.0
2016-02-09,Karnataka,200.0
2016-02-10,Karnataka,190.6
2016-02-11,Karnataka,199.6
2016-02-12,Karnataka,201.8
2016-02-13,Karnataka,198.3
2016-02-14,Karnataka,183.6
2016-02-15,Karnataka,195.0
2016-02-16,Karnataka,197.7
2016-02-17,Karnataka,197.2
2016-02-18,Karnataka,194.0
2016-02-19,Karnataka,197.0
2016-02-20,Karnataka,199.7
2016-02-21,Karnataka,194.8
2016-02-22,Karnataka,204.3
2016-02-23,Karnataka,201.3
2016-02-24,Karnataka,204.1
2016-02-25,Karnataka,206.1
2016-02-26,Karnataka,207.0
2016-02-27,Karnataka,202.6
2016-02-28,Karnataka,193.0
2016-03-01,Karnataka,205.8
2016-03-02,Karnataka,203.9
2016-03-03,Karnataka,201.2
2016-03-04,Karnataka,207.6
2016-03-05,Karnataka,202.6
2016-03-06,Karnataka,195.3
2016-03-08,Karnataka,209.4
2016-03-09,Karnataka,210.4
2016-03-10,Karnataka,210.1
2016-03-11,Karnataka,208.4
2016-03-12,Karnataka,207.8
2016-03-13,Karnataka,192.6
2016-03-14,Karnataka,205.5
2016-03-15,Karnataka,199.3
2016-03-16,Karnataka,200.9
2016-03-17,Karnataka,198.7
2016-03-18,Karnataka,194.3
2016-03-19,Karnataka,197.7
2016-03-20,Karnataka,195.1
2016-03-21,Karnataka,206.0
2016-03-22,Karnataka,209.8
2016-03-24,Karnataka,209.5
2016-03-26,Karnataka,210.7
2016-03-27,Karnataka,199.9
2016-03-28,Karnataka,209.6
2016-03-29,Karnataka,214.6
2016-03-30,Karnataka,210.9
2016-03-31,Karnataka,213.0
2016-04-01,Karnataka,208.7
2016-04-02,Karnataka,207.6
2016-04-03,Karnataka,198.0
2016-04-04,Karnataka,209.8
2016-04-05,Karnataka,208.7
2016-04-06,Karnataka,207.9
2016-04-07,Karnataka,210.1
2016-04-08,Karnataka,200.6
2016-04-09,Karnataka,195.0
2016-04-10,Karnataka,191.1
2016-04-12,Karnataka,208.9
2016-04-13,Karnataka,211.2
2016-04-14,Karnataka,209.5
2016-04-15,Karnataka,200.6
2016-04-16,Karnataka,205.2
2016-04-17,Karnataka,194.8
2016-04-18,Karnataka,207.5
2016-04-19,Karnataka,211.7
2016-04-20,Karnataka,212.6
2016-04-21,Karnataka,210.8
2016-04-22,Karnataka,207.0
2016-04-23,Karnataka,204.7
2016-04-24,Karnataka,201.4
2016-04-25,Karnataka,205.1
2016-04-26,Karnataka,205.1
2016-04-27,Karnataka,208.9
2016-04-28,Karnataka,209.9
2016-04-29,Karnataka,209.6
2016-04-30,Karnataka,205.1
2016-05-01,Karnataka,194.3
2016-05-02,Karnataka,203.7
2016-05-03,Karnataka,204.4
2016-05-04,Karnataka,203.1
2016-05-05,Karnataka,196.7
2016-05-06,Karnataka,183.2
2016-05-07,Karnataka,183.1
2016-05-08,Karnataka,170.5
2016-05-09,Karnataka,188.7
2016-05-10,Karnataka,193.8
2016-05-11,Karnataka,178.8
2016-05-12,Karnataka,171.7
2016-05-13,Karnataka,180.5
2016-05-14,Karnataka,176.9
2016-05-15,Karnataka,157.9
2016-05-16,Karnataka,174.1
2016-05-17,Karnataka,177.2
2016-05-18,Karnataka,156.8
2016-05-19,Karnataka,149.0
2016-05-20,Karnataka,145.1
2016-05-21,Karnataka,180.9
2016-05-22,Karnataka,177.6
2016-05-23,Karnataka,191.2
2016-05-24,Karnataka,198.8
2016-05-25,Karnataka,185.7
2016-05-26,Karnataka,141.4
2016-05-27,Karnataka,186.1
2016-05-28,Karnataka,177.0
2016-05-29,Karnataka,166.1
2016-05-30,Karnataka,177.8
2016-05-31,Karnataka,175.9
2016-06-01,Karnataka,171.6
2016-06-02,Karnataka,160.1
2016-06-03,Karnataka,165.9
2016-06-04,Karnataka,147.8
2016-06-05,Karnataka,143.4
2016-06-06,Karnataka,160.0
2016-06-07,Karnataka,163.0
2016-06-08,Karnataka,154.0
2016-06-09,Karnataka,145.0
2016-06-10,Karnataka,144.0
2016-06-11,Karnataka,138.0
2016-06-12,Karnataka,132.0
2016-06-13,Karnataka,141.0
2016-06-14,Karnataka,148.0
2016-06-15,Karnataka,154.0
2016-06-16,Karnataka,162.0
2016-06-17,Karnataka,165.0
2016-06-18,Karnataka,159.0
2016-06-19,Karnataka,142.0
2016-06-20,Karnataka,159.0
2016-06-23,Karnataka,137.7
2016-06-24,Karnataka,144.4
2016-06-25,Karnataka,143.9
2016-06-27,Karnataka,151.5
2016-06-28,Karnataka,148.9
2016-06-29,Karnataka,135.0
2016-06-30,Karnataka,140.0
2016-07-01,Karnataka,140.0
2016-07-02,Karnataka,139.0
2016-07-03,Karnataka,136.0
2016-07-04,Karnataka,152.4
2016-07-05,Karnataka,150.0
2016-07-07,Karnataka,149.6
2016-07-08,Karnataka,146.7
2016-07-09,Karnataka,141.0
2016-07-11,Karnataka,139.4
2016-07-12,Karnataka,149.3
2016-07-13,Karnataka,161.7
2016-07-14,Karnataka,166.0
2016-07-15,Karnataka,169.7
2016-07-16,Karnataka,167.1
2016-07-17,Karnataka,157.6
2016-07-18,Karnataka,161.7
2016-07-19,Karnataka,159.7
2016-07-20,Karnataka,157.9
2016-07-21,Karnataka,151.5
2016-07-22,Karnataka,151.5
2016-07-23,Karnataka,150.8
2016-07-24,Karnataka,137.9
2016-07-25,Karnataka,151.4
2016-07-26,Karnataka,150.2
2016-07-27,Karnataka,146.5
2016-07-28,Karnataka,147.2
2016-07-29,Karnataka,140.0
2016-07-30,Karnataka,123.0
2016-07-31,Karnataka,124.3
2016-08-01,Karnataka,135.8
2016-08-02,Karnataka,136.7
2016-08-03,Karnataka,140.2
2016-08-04,Karnataka,147.9
2016-08-05,Karnataka,151.3
2016-08-06,Karnataka,148.3
2016-08-07,Karnataka,146.2
2016-08-08,Karnataka,161.3
2016-08-09,Karnataka,168.0
2016-08-10,Karnataka,173.2
2016-08-11,Karnataka,177.1
2016-08-12,Karnataka,175.2
2016-08-13,Karnataka,173.2
2016-08-14,Karnataka,163.1
2016-08-15,Karnataka,163.7
2016-08-16,Karnataka,170.6
2016-08-17,Karnataka,176.9
2016-08-18,Karnataka,186.4
2016-08-19,Karnataka,185.1
2016-08-20,Karnataka,188.4
2016-08-21,Karnataka,183.6
2016-08-22,Karnataka,187.5
2016-08-23,Karnataka,189.0
2016-08-24,Karnataka,193.9
2016-08-25,Karnataka,196.7
2016-08-26,Karnataka,197.0
2016-08-27,Karnataka,188.3
2016-08-28,Karnataka,175.0
2016-08-29,Karnataka,190.7
2016-08-30,Karnataka,189.0
2016-08-31,Karnataka,177.3
2016-09-01,Karnataka,176.8
2016-09-02,Karnataka,172.2
2016-09-03,Karnataka,181.8
2016-09-04,Karnataka,172.3
2016-09-05,Karnataka,170.7
2016-09-06,Karnataka,190.0
2016-09-07,Karnataka,197.4
2016-09-08,Karnataka,203.5
2016-09-09,Karnataka,192.5
2016-09-10,Karnataka,203.4
2016-09-11,Karnataka,194.6
2016-09-12,Karnataka,196.8
2016-09-13,Karnataka,193.6
2016-09-14,Karnataka,177.5
2016-09-15,Karnataka,169.8
2016-09-16,Karnataka,171.4
2016-09-17,Karnataka,171.4
2016-09-18,Karnataka,169.8
2016-09-19,Karnataka,184.2
2016-09-20,Karnataka,183.4
2016-09-21,Karnataka,176.8
2016-09-22,Karnataka,174.5
2016-09-23,Karnataka,175.5
2016-09-24,Karnataka,173.2
2016-09-25,Karnataka,163.0
2016-09-26,Karnataka,172.4
2016-09-27,Karnataka,177.3
2016-09-28,Karnataka,170.0
2016-09-29,Karnataka,166.3
2016-09-30,Karnataka,175.7
2016-10-01,Karnataka,181.8
2016-10-02,Karnataka,165.4
2016-10-03,Karnataka,182.3
2016-10-04,Karnataka,190.9
2016-10-05,Karnataka,193.1
2016-10-06,Karnataka,192.9
2016-10-07,Karnataka,197.0
2016-10-08,Karnataka,195.1
2016-10-09,Karnataka,185.4
2016-10-10,Karnataka,183.0
2016-10-11,Karnataka,177.3
2016-10-12,Karnataka,180.5
2016-10-13,Karnataka,179.7
2016-10-14,Karnataka,186.0
2016-10-15,Karnataka,190.0
2016-10-16,Karnataka,184.5
2016-10-17,Karnataka,200.5
2016-10-18,Karnataka,206.4
2016-10-19,Karnataka,203.9
2016-10-20,Karnataka,200.0
2016-10-21,Karnataka,202.0
2016-10-22,Karnataka,189.9
2016-10-23,Karnataka,196.0
2016-10-24,Karnataka,196.0
2016-10-25,Karnataka,204.9
2016-10-26,Karnataka,208.4
2016-10-27,Karnataka,205.4
2016-10-28,Karnataka,205.7
2016-10-29,Karnataka,207.7
2016-10-30,Karnataka,197.0
2016-10-31,Karnataka,192.6
2016-11-02,Karnataka,193.1
2016-11-03,Karnataka,199.1
2016-11-04,Karnataka,198.6
2016-11-05,Karnataka,205.8
2016-11-06,Karnataka,198.0
2016-11-07,Karnataka,204.7
2016-11-08,Karnataka,205.4
2016-11-09,Karnataka,206.1
2016-11-10,Karnataka,206.0
2016-11-11,Karnataka,206.1
2016-11-12,Karnataka,199.5
2016-11-13,Karnataka,194.5
2016-11-14,Karnataka,198.6
2016-11-16,Karnataka,198.7
2016-11-17,Karnataka,200.5
2016-11-18,Karnataka,202.4
2016-11-19,Karnataka,198.4
2016-11-20,Karnataka,190.0
2016-11-21,Karnataka,200.0
2016-11-22,Karnataka,202.5
2016-11-24,Karnataka,202.7
2016-11-25,Karnataka,201.5
2016-11-26,Karnataka,197.6
2016-11-27,Karnataka,190.9
2016-11-28,Karnataka,201.2
2016-11-29,Karnataka,202.1
2016-11-30,Karnataka,200.1
2016-12-01,Karnataka,192.8
2016-12-02,Karnataka,190.3
2016-12-03,Karnataka,179.1
2016-12-04,Karnataka,173.2
2016-12-05,Karnataka,189.2
2016-12-06,Karnataka,192.1
2016-12-07,Karnataka,191.8
2016-12-08,Karnataka,195.7
2016-12-09,Karnataka,204.9
2016-12-10,Karnataka,195.3
2016-12-11,Karnataka,183.7
2016-12-12,Karnataka,186.0
2016-12-13,Karnataka,155.0
2016-12-14,Karnataka,161.7
2016-12-16,Karnataka,173.5
2016-12-17,Karnataka,176.4
2016-12-18,Karnataka,167.5
2016-12-19,Karnataka,183.9
2016-12-20,Karnataka,186.8
2016-12-21,Karnataka,191.6
2016-12-22,Karnataka,195.4
2016-12-23,Karnataka,195.8
2016-12-24,Karnataka,194.6
2016-12-25,Karnataka,178.6
2016-12-26,Karnataka,194.0
2016-12-27,Karnataka,194.2
2016-12-28,Karnataka,202.8
2016-12-29,Karnataka,195.4
2016-12-30,Karnataka,194.5
2016-12-31,Karnataka,195.6
2017-01-02,Karnataka,193.0
2017-01-03,Karnataka,195.8
2017-01-04,Karnataka,199.1
2017-01-05,Karnataka,197.0
2017-01-06,Karnataka,199.7
2017-01-07,Karnataka,199.1
2017-01-09,Karnataka,198.0
2017-01-10,Karnataka,199.1
2017-01-11,Karnataka,201.1
2017-01-12,Karnataka,203.2
2017-01-13,Karnataka,201.2
2017-01-14,Karnataka,189.9
2017-01-15,Karnataka,178.7
2017-01-16,Karnataka,195.2
2017-01-17,Karnataka,191.7
2017-01-18,Karnataka,194.7
2017-01-19,Karnataka,195.6
2017-01-20,Karnataka,199.0
2017-01-21,Karnataka,196.8
2017-01-22,Karnataka,187.3
2017-01-23,Karnataka,198.9
2017-01-24,Karnataka,201.5
2017-01-25,Karnataka,202.3
2017-01-26,Karnataka,191.6
2017-01-27,Karnataka,198.3
2017-01-28,Karnataka,198.2
2017-01-29,Karnataka,190.7
2017-01-30,Karnataka,200.8
2017-01-31,Karnataka,208.3
2017-02-01,Karnataka,208.1
2017-02-02,Karnataka,210.3
2017-02-03,Karnataka,211.4
2017-02-04,Karnataka,209.4
2017-02-05,Karnataka,198.5
2017-02-07,Karnataka,211.7
2017-02-08,Karnataka,212.8
2017-02-09,Karnataka,214.9
2017-02-10,Karnataka,214.9
2017-02-20,Karnataka,211.5
2017-02-21,Karnataka,213.8
2017-02-22,Karnataka,217.7
2017-02-23,Karnataka,219.9
2017-02-24,Karnataka,221.6
2017-02-25,Karnataka,209.0
2017-02-26,Karnataka,199.0
2017-02-27,Karnataka,210.8
2017-03-01,Karnataka,215.5
2017-03-03,Karnataka,221.8
2017-03-04,Karnataka,224.5
2017-03-05,Karnataka,211.4
2017-03-06,Karnataka,217.8
2017-03-07,Karnataka,214.3
2017-03-08,Karnataka,212.5
2017-03-09,Karnataka,217.3
2017-03-10,Karnataka,214.4
2017-03-11,Karnataka,216.8
2017-03-12,Karnataka,209.3
2017-03-13,Karnataka,215.3
2017-03-14,Karnataka,217.0
2017-03-16,Karnataka,205.0
2017-03-24,Karnataka,224.6
2017-03-25,Karnataka,224.9
2017-03-26,Karnataka,213.5
2017-03-27,Karnataka,216.5
2017-03-28,Karnataka,229.2
2017-03-30,Karnataka,219.4
2017-03-31,Karnataka,227.9
2017-04-01,Karnataka,225.6
2017-04-02,Karnataka,214.7
2017-04-03,Karnataka,221.4
2017-04-04,Karnataka,222.4
2017-04-05,Karnataka,234.1
2017-04-06,Karnataka,214.4
2017-04-07,Karnataka,214.2
2017-04-08,Karnataka,214.0
2017-04-09,Karnataka,202.1
2017-04-10,Karnataka,215.3
2017-04-11,Karnataka,212.8
2017-04-12,Karnataka,215.3
2017-04-13,Karnataka,217.8
2017-04-14,Karnataka,215.9
2017-04-16,Karnataka,198.0
2017-04-17,Karnataka,198.5
2017-04-18,Karnataka,211.2
2017-04-19,Karnataka,214.2
2017-04-20,Karnataka,210.4
2017-04-21,Karnataka,204.3
2017-04-22,Karnataka,205.1
2017-04-23,Karnataka,198.0
2017-04-24,Karnataka,214.6
2017-04-25,Karnataka,212.2
2017-04-26,Karnataka,213.8
2017-04-27,Karnataka,214.3
2017-04-28,Karnataka,208.3
2017-04-29,Karnataka,192.6
2017-04-30,Karnataka,183.6
2017-05-01,Karnataka,178.2
2017-05-02,Karnataka,192.8
2017-05-03,Karnataka,200.4
2017-05-04,Karnataka,205.2
2017-05-05,Karnataka,207.5
2017-05-06,Karnataka,196.7
2017-05-07,Karnataka,160.0
2017-05-08,Karnataka,168.0
2017-05-09,Karnataka,179.8
2017-05-10,Karnataka,182.9
2017-05-11,Karnataka,182.0
2017-05-12,Karnataka,188.4
2017-05-13,Karnataka,190.7
2017-05-14,Karnataka,168.9
2017-05-15,Karnataka,161.2
2017-05-16,Karnataka,182.6
2017-05-17,Karnataka,177.1
2017-05-18,Karnataka,178.2
2017-05-19,Karnataka,163.9
2017-05-20,Karnataka,172.9
2017-05-22,Karnataka,175.1
2017-05-23,Karnataka,171.6
2017-05-24,Karnataka,167.2
2017-05-25,Karnataka,175.2
2017-05-26,Karnataka,175.7
2017-05-27,Karnataka,150.0
2017-05-28,Karnataka,143.7
2017-05-29,Karnataka,160.5
2017-05-30,Karnataka,163.1
2017-05-31,Karnataka,175.2
2017-06-01,Karnataka,183.9
2017-06-02,Karnataka,188.0
2017-06-03,Karnataka,180.3
2017-06-04,Karnataka,170.6
2017-06-05,Karnataka,182.3
2017-06-06,Karnataka,179.3
2017-06-07,Karnataka,164.3
2017-06-08,Karnataka,166.3
2017-06-09,Karnataka,166.8
2017-06-10,Karnataka,159.8
2017-06-11,Karnataka,145.6
2017-06-12,Karnataka,150.0
2017-06-13,Karnataka,157.7
2017-06-14,Karnataka,168.7
2017-06-15,Karnataka,169.6
2017-06-17,Karnataka,158.9
2017-06-18,Karnataka,150.1
2017-06-19,Karnataka,161.1
2017-06-20,Karnataka,165.2
2017-06-21,Karnataka,168.9
2017-06-22,Karnataka,172.5
2017-06-23,Karnataka,171.2
2017-06-24,Karnataka,164.2
2017-06-25,Karnataka,146.5
2017-06-26,Karnataka,150.4
2017-06-27,Karnataka,155.2
2017-06-28,Karnataka,155.4
2017-06-29,Karnataka,167.3
2017-06-30,Karnataka,170.7
2017-07-01,Karnataka,166.5
2017-07-02,Karnataka,159.4
2017-07-03,Karnataka,173.7
2017-07-04,Karnataka,173.9
2017-07-06,Karnataka,179.0
2017-07-07,Karnataka,182.0
2017-07-08,Karnataka,181.0
2017-07-09,Karnataka,173.0
2017-07-10,Karnataka,185.0
2017-07-11,Karnataka,184.0
2017-07-12,Karnataka,179.0
2017-07-13,Karnataka,177.0
2017-07-14,Karnataka,174.0
2017-07-15,Karnataka,169.0
2017-07-16,Karnataka,155.0
2017-07-17,Karnataka,169.0
2017-07-18,Karnataka,168.0
2017-07-19,Karnataka,159.0
2017-07-20,Karnataka,154.0
2017-07-21,Karnataka,164.0
2017-07-22,Karnataka,167.0
2017-07-23,Karnataka,162.0
2017-07-24,Karnataka,176.0
2017-07-25,Karnataka,184.0
2017-07-26,Karnataka,190.0
2017-07-27,Karnataka,192.0
2017-07-28,Karnataka,192.0
2017-07-29,Karnataka,189.0
2017-07-30,Karnataka,179.0
2017-07-31,Karnataka,194.0
2017-08-01,Karnataka,196.0
2017-08-02,Karnataka,199.0
2017-08-03,Karnataka,204.0
2017-08-04,Karnataka,193.0
2017-08-05,Karnataka,186.0
2017-08-06,Karnataka,187.0
2017-08-07,Karnataka,192.0
2017-08-08,Karnataka,199.0
2017-08-09,Karnataka,195.0
2017-08-10,Karnataka,184.0
2017-08-11,Karnataka,184.0
2017-08-12,Karnataka,172.0
2017-08-13,Karnataka,164.0
2017-08-14,Karnataka,181.0
2017-08-15,Karnataka,164.0
2017-08-16,Karnataka,171.0
2017-08-17,Karnataka,175.0
2017-08-18,Karnataka,176.0
2017-08-19,Karnataka,164.0
2017-08-20,Karnataka,145.0
2017-08-21,Karnataka,161.0
2017-08-22,Karnataka,167.0
2017-08-23,Karnataka,171.0
2017-08-24,Karnataka,170.0
2017-08-25,Karnataka,147.0
2017-08-26,Karnataka,151.0
2017-08-27,Karnataka,141.0
2017-08-28,Karnataka,150.0
2017-08-29,Karnataka,148.0
2017-08-30,Karnataka,155.0
2017-08-31,Karnataka,164.0
2017-09-01,Karnataka,170.0
2017-09-02,Karnataka,169.0
2017-09-03,Karnataka,158.0
2017-09-04,Karnataka,175.0
2017-09-05,Karnataka,176.0
2017-09-06,Karnataka,165.0
2017-09-07,Karnataka,157.0
2017-09-08,Karnataka,151.0
2017-09-09,Karnataka,148.0
2017-09-10,Karnataka,134.0
2017-09-11,Karnataka,152.0
2017-09-12,Karnataka,162.0
2017-09-13,Karnataka,164.0
2017-09-14,Karnataka,154.4
2017-09-15,Karnataka,149.3
2017-09-16,Karnataka,146.7
2017-09-17,Karnataka,126.6
2017-09-18,Karnataka,130.7
2017-09-19,Karnataka,138.1
2017-09-20,Karnataka,145.5
2017-09-21,Karnataka,159.8
2017-09-22,Karnataka,163.6
2017-09-23,Karnataka,168.0
2017-09-24,Karnataka,158.4
2017-09-25,Karnataka,148.9
2017-09-26,Karnataka,151.2
2017-09-27,Karnataka,142.2
2017-09-28,Karnataka,136.2
2017-09-29,Karnataka,123.0
2017-09-30,Karnataka,115.2
2017-10-01,Karnataka,113.1
2017-10-02,Karnataka,114.9
2017-10-03,Karnataka,132.7
2017-10-04,Karnataka,141.0
2017-10-05,Karnataka,141.4
2017-10-06,Karnataka,141.7
2017-10-07,Karnataka,137.7
2017-10-08,Karnataka,127.5
2017-10-09,Karnataka,139.6
2017-10-10,Karnataka,141.5
2017-10-11,Karnataka,140.3
2017-10-12,Karnataka,138.4
2017-10-13,Karnataka,141.8
2017-10-14,Karnataka,133.4
2017-10-15,Karnataka,120.3
2017-10-16,Karnataka,134.4
2017-10-17,Karnataka,141.0
2017-10-18,Karnataka,140.9
2017-10-19,Karnataka,137.4
2017-10-20,Karnataka,132.9
2017-10-21,Karnataka,138.5
2017-10-22,Karnataka,137.1
2017-10-23,Karnataka,153.2
2017-10-24,Karnataka,162.0
2017-10-25,Karnataka,165.5
2017-10-26,Karnataka,167.8
2017-10-27,Karnataka,170.7
2017-10-28,Karnataka,171.0
2017-10-29,Karnataka,164.2
2017-10-30,Karnataka,173.4
2017-10-31,Karnataka,178.8
2017-11-01,Karnataka,168.1
2017-11-02,Karnataka,182.7
2017-11-03,Karnataka,192.7
2017-11-04,Karnataka,186.9
2017-11-05,Karnataka,172.7
2017-11-06,Karnataka,167.7
2017-11-07,Karnataka,163.0
2017-11-08,Karnataka,180.0
2017-11-09,Karnataka,185.6
2017-11-10,Karnataka,190.6
2017-11-11,Karnataka,186.9
2017-11-12,Karnataka,175.9
2017-11-13,Karnataka,189.0
2017-11-14,Karnataka,202.8
2017-11-15,Karnataka,197.6
2017-11-16,Karnataka,202.5
2017-11-17,Karnataka,205.2
2017-11-18,Karnataka,199.9
2017-11-19,Karnataka,184.1
2017-11-20,Karnataka,192.3
2017-11-21,Karnataka,197.2
2017-11-22,Karnataka,199.9
2017-11-23,Karnataka,203.6
2017-11-24,Karnataka,215.1
2017-11-25,Karnataka,199.6
2017-11-26,Karnataka,185.6
2017-11-27,Karnataka,198.3
2017-11-30,Karnataka,196.3
2017-12-01,Karnataka,182.5
2017-12-02,Karnataka,183.2
2017-12-03,Karnataka,173.0
2017-12-04,Karnataka,186.3
2017-12-05,Karnataka,189.7
2017-12-06,Karnataka,192.6
2017-12-07,Karnataka,196.1
2017-12-08,Karnataka,200.8
2017-12-09,Karnataka,201.4
2017-12-10,Karnataka,187.6
2017-12-11,Karnataka,198.7
2017-12-12,Karnataka,207.2
2017-12-13,Karnataka,207.3
2017-12-14,Karnataka,205.5
2017-12-15,Karnataka,200.9
2017-12-16,Karnataka,197.2
2017-12-17,Karnataka,187.0
2017-12-18,Karnataka,197.9
2017-12-19,Karnataka,198.9
2017-12-20,Karnataka,201.2
2017-12-21,Karnataka,203.1
2017-12-22,Karnataka,206.1
2017-12-23,Karnataka,201.4
2017-12-24,Karnataka,190.1
2017-12-25,Karnataka,196.3
2017-12-26,Karnataka,200.7
2017-12-27,Karnataka,203.1
2017-12-28,Karnataka,201.4
2017-12-29,Karnataka,205.7
2017-12-30,Karnataka,203.8
2017-12-31,Karnataka,193.5
2018-01-01,Karnataka,197.1
2018-01-02,Karnataka,205.0
2018-01-03,Karnataka,208.5
2018-01-04,Karnataka,209.0
2018-01-05,Karnataka,210.1
2018-01-06,Karnataka,206.9
2018-01-07,Karnataka,194.8
2018-01-08,Karnataka,202.6
2018-01-09,Karnataka,204.7
2018-01-10,Karnataka,206.6
2018-01-11,Karnataka,211.5
2018-01-12,Karnataka,213.5
2018-01-13,Karnataka,210.0
2018-01-14,Karnataka,196.9
2018-01-15,Karnataka,200.4
2018-01-16,Karnataka,210.5
2018-01-17,Karnataka,210.6
2018-01-18,Karnataka,210.4
2018-01-19,Karnataka,209.4
2018-01-20,Karnataka,210.6
2018-01-21,Karnataka,196.9
2018-01-22,Karnataka,205.8
2018-01-23,Karnataka,210.3
2018-01-24,Karnataka,210.2
2018-01-25,Karnataka,203.6
2018-01-26,Karnataka,198.1
2018-01-27,Karnataka,202.6
2018-01-28,Karnataka,200.7
2018-01-29,Karnataka,207.6
2018-01-30,Karnataka,209.6
2018-01-31,Karnataka,211.4
2018-02-01,Karnataka,207.9
2018-02-02,Karnataka,214.8
2018-02-03,Karnataka,207.2
2018-02-04,Karnataka,190.5
2018-02-05,Karnataka,205.3
2018-02-06,Karnataka,213.8
2018-02-07,Karnataka,210.3
2018-02-08,Karnataka,206.9
2018-02-09,Karnataka,209.2
2018-02-10,Karnataka,202.4
2018-02-11,Karnataka,192.2
2018-02-12,Karnataka,206.9
2018-02-13,Karnataka,214.5
2018-02-14,Karnataka,210.7
2018-02-15,Karnataka,211.2
2018-02-16,Karnataka,214.5
2018-02-17,Karnataka,214.2
2018-02-18,Karnataka,203.7
2018-02-19,Karnataka,213.1
2018-02-20,Karnataka,217.1
2018-02-21,Karnataka,219.5
2018-02-22,Karnataka,220.8
2018-02-23,Karnataka,222.5
2018-02-24,Karnataka,221.5
2018-02-25,Karnataka,213.6
2018-02-26,Karnataka,218.6
2018-02-27,Karnataka,220.9
2018-02-28,Karnataka,221.6
2018-03-01,Karnataka,225.9
2018-03-02,Karnataka,223.2
2018-03-03,Karnataka,225.1
2018-03-04,Karnataka,213.7
2018-03-05,Karnataka,224.1
2018-03-06,Karnataka,229.6
2018-03-07,Karnataka,227.3
2018-03-08,Karnataka,226.9
2018-03-09,Karnataka,236.0
2018-03-10,Karnataka,234.8
2018-03-11,Karnataka,219.1
2018-03-12,Karnataka,232.3
2018-03-13,Karnataka,234.4
2018-03-14,Karnataka,231.8
2018-03-15,Karnataka,214.1
2018-03-16,Karnataka,196.9
2018-03-17,Karnataka,188.7
2018-03-18,Karnataka,185.2
2018-03-19,Karnataka,193.1
2018-03-20,Karnataka,200.5
