date,state,energy_met_mu
2013-04-01,Andhra Pradesh,248.5
2013-04-02,Andhra Pradesh,249.0
2013-04-03,Andhra Pradesh,249.0
2013-04-04,Andhra Pradesh,253.9
2013-04-05,Andhra Pradesh,246.0
2013-04-06,Andhra Pradesh,248.9
2013-04-07,Andhra Pradesh,246.5
2013-04-08,Andhra Pradesh,250.5
2013-04-09,Andhra Pradesh,249.0
2013-04-10,Andhra Pradesh,245.0
2013-04-11,Andhra Pradesh,246.0
2013-04-12,Andhra Pradesh,248.8
2013-04-13,Andhra Pradesh,250.4
2013-04-14,Andhra Pradesh,249.5
2013-04-15,Andhra Pradesh,249.2
2013-04-16,Andhra Pradesh,249.7
2013-04-17,Andhra Pradesh,241.1
2013-04-18,Andhra Pradesh,245.7
2013-04-19,Andhra Pradesh,247.8
2013-04-20,Andhra Pradesh,238.0
2013-04-21,Andhra Pradesh,231.2
2013-04-22,Andhra Pradesh,234.6
2013-04-23,Andhra Pradesh,235.0
2013-04-24,Andhra Pradesh,232.3
2013-04-25,Andhra Pradesh,239.2
2013-04-26,Andhra Pradesh,238.8
2013-04-27,Andhra Pradesh,242.6
2013-04-28,Andhra Pradesh,240.6
2013-04-29,Andhra Pradesh,242.8
2013-04-30,Andhra Pradesh,245.9
2013-05-01,Andhra Pradesh,240.2
2013-05-02,Andhra Pradesh,236.3
2013-05-03,Andhra Pradesh,242.0
2013-05-04,Andhra Pradesh,240.9
2013-05-05,Andhra Pradesh,237.1
2013-05-06,Andhra Pradesh,242.5
2013-05-07,Andhra Pradesh,239.7
2013-05-08,Andhra Pradesh,241.0
2013-05-09,Andhra Pradesh,242.7
2013-05-10,Andhra Pradesh,244.9
2013-05-11,Andhra Pradesh,247.7
2013-05-12,Andhra Pradesh,229.8
2013-05-13,Andhra Pradesh,240.4
2013-05-14,Andhra Pradesh,241.4
2013-05-15,Andhra Pradesh,238.7
2013-05-16,Andhra Pradesh,236.4
2013-05-17,Andhra Pradesh,239.2
2013-05-18,Andhra Pradesh,235.0
2013-05-19,Andhra Pradesh,240.1
2013-05-20,Andhra Pradesh,239.8
2013-05-21,Andhra Pradesh,243.3
2013-05-22,Andhra Pradesh,245.9
2013-05-23,Andhra Pradesh,243.0
2013-05-24,Andhra Pradesh,242.9
2013-05-25,Andhra Pradesh,244.7
2013-05-26,Andhra Pradesh,244.1
2013-05-27,Andhra Pradesh,240.4
2013-05-28,Andhra Pradesh,242.0
2013-05-29,Andhra Pradesh,235.4
2013-05-31,Andhra Pradesh,224.5
2013-06-02,Andhra Pradesh,216.4
2013-06-04,Andhra Pradesh,223.6
2013-06-05,Andhra Pradesh,227.3
2013-06-06,Andhra Pradesh,221.6
2013-06-07,Andhra Pradesh,222.7
2013-06-08,Andhra Pradesh,210.0
2013-06-09,Andhra Pradesh,208.1
2013-06-10,Andhra Pradesh,216.3
2013-06-11,Andhra Pradesh,218.5
2013-06-12,Andhra Pradesh,212.4
2013-06-13,Andhra Pradesh,209.8
2013-06-14,Andhra Pradesh,203.0
2013-06-15,Andhra Pradesh,207.8
2013-06-16,Andhra Pradesh,213.7
2013-06-17,Andhra Pradesh,227.4
2013-06-18,Andhra Pradesh,233.3
2013-06-19,Andhra Pradesh,235.3
2013-06-20,Andhra Pradesh,240.4
2013-06-21,Andhra Pradesh,240.9
2013-06-22,Andhra Pradesh,231.3
2013-06-23,Andhra Pradesh,224.1
2013-06-24,Andhra Pradesh,221.9
2013-06-25,Andhra Pradesh,214.9
2013-06-26,Andhra Pradesh,223.0
2013-06-27,Andhra Pradesh,229.0
2013-06-29,Andhra Pradesh,227.8
2013-06-30,Andhra Pradesh,231.5
2013-07-01,Andhra Pradesh,234.9
2013-07-02,Andhra Pradesh,228.9
2013-07-03,Andhra Pradesh,230.9
2013-07-04,Andhra Pradesh,226.9
2013-07-05,Andhra Pradesh,223.0
2013-07-06,Andhra Pradesh,224.8
2013-07-07,Andhra Pradesh,218.4
2013-07-08,Andhra Pradesh,219.8
2013-07-09,Andhra Pradesh,225.5
2013-07-10,Andhra Pradesh,223.9
2013-07-11,Andhra Pradesh,214.5
2013-07-12,Andhra Pradesh,205.5
2013-07-13,Andhra Pradesh,209.2
2013-07-14,Andhra Pradesh,215.6
2013-07-15,Andhra Pradesh,221.1
2013-07-16,Andhra Pradesh,221.3
2013-07-17,Andhra Pradesh,211.8
2013-07-18,Andhra Pradesh,214.6
2013-07-19,Andhra Pradesh,206.3
2013-07-20,Andhra Pradesh,207.2
2013-07-21,Andhra Pradesh,213.4
2013-07-22,Andhra Pradesh,209.9
2013-07-23,Andhra Pradesh,202.0
2013-07-24,Andhra Pradesh,213.7
2013-07-25,Andhra Pradesh,226.4
2013-07-26,Andhra Pradesh,233.8
2013-07-28,Andhra Pradesh,235.9
2013-07-29,Andhra Pradesh,243.6
2013-07-30,Andhra Pradesh,238.0
2013-07-31,Andhra Pradesh,220.2
2013-08-01,Andhra Pradesh,223.3
2013-08-02,Andhra Pradesh,234.8
2013-08-03,Andhra Pradesh,247.8
2013-08-04,Andhra Pradesh,247.7
2013-08-05,Andhra Pradesh,245.4
2013-08-06,Andhra Pradesh,240.4
2013-08-07,Andhra Pradesh,246.0
2013-08-08,Andhra Pradesh,256.3
2013-08-09,Andhra Pradesh,256.6
2013-08-10,Andhra Pradesh,253.7
2013-08-11,Andhra Pradesh,250.6
2013-08-12,Andhra Pradesh,235.1
2013-08-14,Andhra Pradesh,241.7
2013-08-15,Andhra Pradesh,227.5
2013-08-16,Andhra Pradesh,222.7
2013-08-17,Andhra Pradesh,221.5
2013-08-18,Andhra Pradesh,220.6
2013-08-19,Andhra Pradesh,230.4
2013-08-20,Andhra Pradesh,237.9
2013-08-21,Andhra Pradesh,244.6
2013-08-22,Andhra Pradesh,246.4
2013-08-23,Andhra Pradesh,256.2
2013-08-24,Andhra Pradesh,263.2
2013-08-25,Andhra Pradesh,261.9
2013-08-26,Andhra Pradesh,266.4
2013-08-27,Andhra Pradesh,264.2
2013-08-30,Andhra Pradesh,268.2
2013-08-31,Andhra Pradesh,261.0
2013-09-01,Andhra Pradesh,253.2
2013-09-02,Andhra Pradesh,255.4
2013-09-03,Andhra Pradesh,254.8
2013-09-04,Andhra Pradesh,255.5
2013-09-05,Andhra Pradesh,260.5
2013-09-06,Andhra Pradesh,262.9
2013-09-07,Andhra Pradesh,257.1
2013-09-08,Andhra Pradesh,240.0
2013-09-09,Andhra Pradesh,231.6
2013-09-10,Andhra Pradesh,242.3
2013-09-11,Andhra Pradesh,240.6
2013-09-12,Andhra Pradesh,245.0
2013-09-13,Andhra Pradesh,244.6
2013-09-15,Andhra Pradesh,246.5
2013-09-16,Andhra Pradesh,243.5
2013-09-17,Andhra Pradesh,237.5
2013-09-18,Andhra Pradesh,234.9
2013-09-19,Andhra Pradesh,239.5
2013-09-21,Andhra Pradesh,228.8
2013-09-22,Andhra Pradesh,231.3
2013-09-24,Andhra Pradesh,260.7
2013-09-25,Andhra Pradesh,264.8
2013-09-26,Andhra Pradesh,270.6
2013-09-27,Andhra Pradesh,268.7
2013-09-28,Andhra Pradesh,267.0
2013-09-29,Andhra Pradesh,255.6
2013-09-30,Andhra Pradesh,264.5
2013-10-01,Andhra Pradesh,266.3
2013-10-02,Andhra Pradesh,251.4
2013-10-03,Andhra Pradesh,237.7
2013-10-04,Andhra Pradesh,234.4
2013-10-05,Andhra Pradesh,230.0
2013-10-06,Andhra Pradesh,215.4
2013-10-07,Andhra Pradesh,208.8
2013-10-08,Andhra Pradesh,211.8
2013-10-09,Andhra Pradesh,202.2
2013-10-10,Andhra Pradesh,225.5
2013-10-11,Andhra Pradesh,230.4
2013-10-12,Andhra Pradesh,236.3
2013-10-13,Andhra Pradesh,230.5
2013-10-14,Andhra Pradesh,236.4
2013-10-16,Andhra Pradesh,236.2
2013-10-17,Andhra Pradesh,238.0
2013-10-18,Andhra Pradesh,248.1
2013-10-19,Andhra Pradesh,253.4
2013-10-20,Andhra Pradesh,251.8
2013-10-21,Andhra Pradesh,246.4
2013-10-22,Andhra Pradesh,233.7
2013-10-23,Andhra Pradesh,219.6
2013-10-24,Andhra Pradesh,205.9
2013-10-25,Andhra Pradesh,197.6
2013-10-26,Andhra Pradesh,195.4
2013-10-27,Andhra Pradesh,192.1
2013-10-28,Andhra Pradesh,207.9
2013-10-29,Andhra Pradesh,216.4
2013-10-30,Andhra Pradesh,222.5
2013-10-31,Andhra Pradesh,225.3
2013-11-01,Andhra Pradesh,226.7
2013-11-02,Andhra Pradesh,227.2
2013-11-03,Andhra Pradesh,209.9
2013-11-04,Andhra Pradesh,219.6
2013-11-05,Andhra Pradesh,227.3
2013-11-06,Andhra Pradesh,231.1
2013-11-07,Andhra Pradesh,234.0
2013-11-08,Andhra Pradesh,234.5
2013-11-09,Andhra Pradesh,232.9
2013-11-10,Andhra Pradesh,228.1
2013-11-11,Andhra Pradesh,232.1
2013-11-12,Andhra Pradesh,234.6
2013-11-13,Andhra Pradesh,230.1
2013-11-14,Andhra Pradesh,227.4
2013-11-15,Andhra Pradesh,223.2
2013-11-16,Andhra Pradesh,238.2
2013-11-17,Andhra Pradesh,216.4
2013-11-18,Andhra Pradesh,224.9
2013-11-19,Andhra Pradesh,234.5
2013-11-20,Andhra Pradesh,240.3
2013-11-21,Andhra Pradesh,239.4
2013-11-22,Andhra Pradesh,229.4
2013-11-23,Andhra Pradesh,225.7
2013-11-24,Andhra Pradesh,222.9
2013-11-25,Andhra Pradesh,226.5
2013-11-26,Andhra Pradesh,229.0
2013-11-27,Andhra Pradesh,229.6
2013-11-28,Andhra Pradesh,225.1
2013-11-29,Andhra Pradesh,219.7
2013-11-30,Andhra Pradesh,226.3
2013-12-01,Andhra Pradesh,220.0
2013-12-02,Andhra Pradesh,224.1
2013-12-03,Andhra Pradesh,227.7
2013-12-04,Andhra Pradesh,229.2
2013-12-05,Andhra Pradesh,229.9
2013-12-06,Andhra Pradesh,239.1
2013-12-07,Andhra Pradesh,235.1
2013-12-08,Andhra Pradesh,234.5
2013-12-09,Andhra Pradesh,235.5
2013-12-10,Andhra Pradesh,242.1
2013-12-11,Andhra Pradesh,243.3
2013-12-12,Andhra Pradesh,243.9
2013-12-13,Andhra Pradesh,245.2
2013-12-14,Andhra Pradesh,234.6
2013-12-15,Andhra Pradesh,231.5
2013-12-16,Andhra Pradesh,235.5
2013-12-17,Andhra Pradesh,240.8
2013-12-18,Andhra Pradesh,241.5
2013-12-19,Andhra Pradesh,242.2
2013-12-20,Andhra Pradesh,246.2
2013-12-21,Andhra Pradesh,247.8
2013-12-22,Andhra Pradesh,244.3
2013-12-23,Andhra Pradesh,245.3
2013-12-24,Andhra Pradesh,242.1
2013-12-25,Andhra Pradesh,252.6
2013-12-26,Andhra Pradesh,255.5
2013-12-27,Andhra Pradesh,255.5
2013-12-28,Andhra Pradesh,252.0
2013-12-29,Andhra Pradesh,249.2
2013-12-30,Andhra Pradesh,248.3
2013-12-31,Andhra Pradesh,252.1
2014-01-08,Andhra Pradesh,265.1
2014-01-09,Andhra Pradesh,261.0
2014-01-10,Andhra Pradesh,260.0
2014-01-11,Andhra Pradesh,254.5
2014-01-12,Andhra Pradesh,257.4
2014-01-13,Andhra Pradesh,263.2
2014-01-14,Andhra Pradesh,260.6
2014-01-15,Andhra Pradesh,258.4
2014-01-16,Andhra Pradesh,259.5
2014-01-17,Andhra Pradesh,266.1
2014-01-18,Andhra Pradesh,270.0
2014-01-19,Andhra Pradesh,267.1
2014-01-20,Andhra Pradesh,269.1
2014-01-21,Andhra Pradesh,268.2
2014-01-22,Andhra Pradesh,265.9
2014-01-23,Andhra Pradesh,268.8
2014-01-24,Andhra Pradesh,269.3
2014-01-25,Andhra Pradesh,269.7
2014-01-26,Andhra Pradesh,267.6
2014-01-27,Andhra Pradesh,261.9
2014-01-28,Andhra Pradesh,263.8
2014-01-29,Andhra Pradesh,262.0
2014-01-30,Andhra Pradesh,261.3
2014-01-31,Andhra Pradesh,256.5
2014-02-01,Andhra Pradesh,258.5
2014-02-02,Andhra Pradesh,259.0
2014-02-03,Andhra Pradesh,258.2
2014-02-04,Andhra Pradesh,265.8
2014-02-05,Andhra Pradesh,263.2
2014-02-06,Andhra Pradesh,264.0
2014-02-07,Andhra Pradesh,262.3
2014-02-08,Andhra Pradesh,266.8
2014-02-09,Andhra Pradesh,262.6
2014-02-10,Andhra Pradesh,266.7
2014-02-11,Andhra Pradesh,266.4
2014-02-12,Andhra Pradesh,267.8
2014-02-13,Andhra Pradesh,273.1
2014-02-14,Andhra Pradesh,273.7
2014-02-15,Andhra Pradesh,273.6
2014-02-16,Andhra Pradesh,262.7
2014-02-17,Andhra Pradesh,261.6
2014-02-18,Andhra Pradesh,265.0
2014-02-19,Andhra Pradesh,267.2
2014-02-20,Andhra Pradesh,265.0
2014-02-21,Andhra Pradesh,268.2
2014-02-22,Andhra Pradesh,276.1
2014-02-23,Andhra Pradesh,265.9
2014-02-24,Andhra Pradesh,272.1
2014-02-25,Andhra Pradesh,272.5
2014-02-26,Andhra Pradesh,264.9
2014-02-27,Andhra Pradesh,265.2
2014-02-28,Andhra Pradesh,258.2
2014-03-01,Andhra Pradesh,256.7
2014-03-02,Andhra Pradesh,258.6
2014-03-03,Andhra Pradesh,253.8
2014-03-04,Andhra Pradesh,244.8
2014-03-05,Andhra Pradesh,248.7
2014-03-06,Andhra Pradesh,250.4
2014-03-07,Andhra Pradesh,256.8
2014-03-08,Andhra Pradesh,253.3
2014-03-09,Andhra Pradesh,252.9
2014-03-10,Andhra Pradesh,258.1
2014-03-11,Andhra Pradesh,262.9
2014-03-12,Andhra Pradesh,267.6
2014-03-13,Andhra Pradesh,272.6
2014-03-14,Andhra Pradesh,273.6
2014-03-15,Andhra Pradesh,279.9
2014-03-16,Andhra Pradesh,277.8
2014-03-17,Andhra Pradesh,271.6
2014-03-18,Andhra Pradesh,272.9
2014-03-19,Andhra Pradesh,264.3
2014-03-20,Andhra Pradesh,277.4
2014-03-21,Andhra Pradesh,281.7
2014-03-22,Andhra Pradesh,284.8
2014-03-23,Andhra Pradesh,281.5
2014-03-24,Andhra Pradesh,283.5
2014-03-25,Andhra Pradesh,282.1
2014-03-26,Andhra Pradesh,281.2
2014-03-27,Andhra Pradesh,283.6
2014-03-28,Andhra Pradesh,280.6
2014-03-29,Andhra Pradesh,278.1
2014-03-30,Andhra Pradesh,279.6
2014-03-31,Andhra Pradesh,281.6
2014-04-01,Andhra Pradesh,284.0
2014-04-02,Andhra Pradesh,278.4
2014-04-03,Andhra Pradesh,279.4
2014-04-04,Andhra Pradesh,276.4
2014-04-05,Andhra Pradesh,266.9
2014-04-06,Andhra Pradesh,268.0
2014-04-07,Andhra Pradesh,269.6
2014-04-08,Andhra Pradesh,268.1
2014-04-09,Andhra Pradesh,269.7
2014-04-10,Andhra Pradesh,267.4
2014-04-11,Andhra Pradesh,263.4
2014-04-12,Andhra Pradesh,263.6
2014-04-13,Andhra Pradesh,258.1
2014-04-14,Andhra Pradesh,261.5
2014-04-15,Andhra Pradesh,261.7
2014-04-16,Andhra Pradesh,264.3
2014-04-17,Andhra Pradesh,266.0
2014-04-18,Andhra Pradesh,265.3
2014-04-19,Andhra Pradesh,266.4
2014-04-20,Andhra Pradesh,261.7
2014-04-21,Andhra Pradesh,261.0
2014-04-22,Andhra Pradesh,262.4
2014-04-23,Andhra Pradesh,250.4
2014-04-24,Andhra Pradesh,256.0
2014-04-25,Andhra Pradesh,257.7
2014-04-26,Andhra Pradesh,263.0
2014-04-27,Andhra Pradesh,258.5
2014-04-28,Andhra Pradesh,260.6
2014-04-30,Andhra Pradesh,260.9
2014-05-01,Andhra Pradesh,256.3
2014-05-02,Andhra Pradesh,256.0
2014-05-03,Andhra Pradesh,254.4
2014-05-04,Andhra Pradesh,246.5
2014-05-05,Andhra Pradesh,245.9
2014-05-06,Andhra Pradesh,253.1
2014-05-07,Andhra Pradesh,238.2
2014-05-08,Andhra Pradesh,242.2
2014-05-09,Andhra Pradesh,220.5
2014-05-10,Andhra Pradesh,218.8
2014-05-11,Andhra Pradesh,233.3
2014-05-12,Andhra Pradesh,243.1
2014-05-13,Andhra Pradesh,250.4
2014-05-14,Andhra Pradesh,251.8
2014-05-15,Andhra Pradesh,251.9
2014-05-16,Andhra Pradesh,251.3
2014-05-17,Andhra Pradesh,248.7
2014-05-18,Andhra Pradesh,246.9
2014-05-19,Andhra Pradesh,244.5
2014-05-20,Andhra Pradesh,237.1
2014-05-21,Andhra Pradesh,246.6
2014-05-22,Andhra Pradesh,249.7
2014-05-23,Andhra Pradesh,249.6
2014-05-24,Andhra Pradesh,249.8
2014-05-25,Andhra Pradesh,227.3
2014-05-26,Andhra Pradesh,182.5
2014-05-27,Andhra Pradesh,227.4
2014-05-28,Andhra Pradesh,239.5
2014-05-29,Andhra Pradesh,236.5
2014-05-30,Andhra Pradesh,243.1
2014-05-31,Andhra Pradesh,247.6
2014-06-01,Andhra Pradesh,248.3
2014-06-02,Andhra Pradesh,106.9
2014-06-03,Andhra Pradesh,93.5
2014-06-04,Andhra Pradesh,122.7
2014-06-05,Andhra Pradesh,120.0
2014-06-06,Andhra Pradesh,125.8
2014-06-07,Andhra Pradesh,129.1
2014-06-08,Andhra Pradesh,130.8
2014-06-09,Andhra Pradesh,119.9
2014-06-10,Andhra Pradesh,114.5
2014-06-11,Andhra Pradesh,123.1
2014-06-12,Andhra Pradesh,125.0
2014-06-13,Andhra Pradesh,118.1
2014-06-14,Andhra Pradesh,127.8
2014-06-15,Andhra Pradesh,124.2
2014-06-16,Andhra Pradesh,122.1
2014-06-17,Andhra Pradesh,122.9
2014-06-18,Andhra Pradesh,127.0
2014-06-19,Andhra Pradesh,121.9
2014-06-20,Andhra Pradesh,132.4
2014-06-21,Andhra Pradesh,134.6
2014-06-22,Andhra Pradesh,132.3
2014-06-23,Andhra Pradesh,128.4
2014-06-24,Andhra Pradesh,132.0
2014-06-25,Andhra Pradesh,134.1
2014-06-26,Andhra Pradesh,126.0
2014-06-27,Andhra Pradesh,128.2
2014-06-28,Andhra Pradesh,125.3
2014-06-29,Andhra Pradesh,129.5
2014-06-30,Andhra Pradesh,128.3
2014-07-01,Andhra Pradesh,131.1
2014-07-02,Andhra Pradesh,138.6
2014-07-03,Andhra Pradesh,130.4
2014-07-04,Andhra Pradesh,128.1
2014-07-05,Andhra Pradesh,122.7
2014-07-06,Andhra Pradesh,124.3
2014-07-07,Andhra Pradesh,126.6
2014-07-08,Andhra Pradesh,124.9
2014-07-09,Andhra Pradesh,125.2
2014-07-10,Andhra Pradesh,124.8
2014-07-11,Andhra Pradesh,119.3
2014-07-12,Andhra Pradesh,118.7
2014-07-13,Andhra Pradesh,121.7
2014-07-14,Andhra Pradesh,125.2
2014-07-15,Andhra Pradesh,128.8
2014-07-16,Andhra Pradesh,130.0
2014-07-17,Andhra Pradesh,134.6
2014-07-18,Andhra Pradesh,135.4
2014-07-19,Andhra Pradesh,132.6
2014-07-20,Andhra Pradesh,132.4
2014-07-21,Andhra Pradesh,132.9
2014-07-22,Andhra Pradesh,132.7
2014-07-23,Andhra Pradesh,132.4
2014-07-24,Andhra Pradesh,135.6
2014-07-25,Andhra Pradesh,136.1
2014-07-26,Andhra Pradesh,136.8
2014-07-27,Andhra Pradesh,131.8
2014-07-28,Andhra Pradesh,127.6
2014-07-29,Andhra Pradesh,124.5
2014-07-30,Andhra Pradesh,130.5
2014-07-31,Andhra Pradesh,135.2
2014-08-01,Andhra Pradesh,133.8
2014-08-02,Andhra Pradesh,141.4
2014-08-03,Andhra Pradesh,137.9
2014-08-04,Andhra Pradesh,138.6
2014-08-05,Andhra Pradesh,144.4
2014-08-06,Andhra Pradesh,146.4
2014-08-07,Andhra Pradesh,147.9
2014-08-08,Andhra Pradesh,147.8
2014-08-09,Andhra Pradesh,145.5
2014-08-10,Andhra Pradesh,142.7
2014-08-11,Andhra Pradesh,147.7
2014-08-12,Andhra Pradesh,146.3
2014-08-13,Andhra Pradesh,146.1
2014-08-14,Andhra Pradesh,143.4
2014-08-15,Andhra Pradesh,147.7
2014-08-16,Andhra Pradesh,143.0
2014-08-17,Andhra Pradesh,141.0
2014-08-18,Andhra Pradesh,137.9
2014-08-19,Andhra Pradesh,140.0
2014-08-20,Andhra Pradesh,138.8
2014-08-21,Andhra Pradesh,135.2
2014-08-22,Andhra Pradesh,138.1
2014-08-23,Andhra Pradesh,139.5
2014-08-24,Andhra Pradesh,139.9
2014-08-25,Andhra Pradesh,135.1
2014-08-26,Andhra Pradesh,130.8
2014-08-27,Andhra Pradesh,121.2
2014-08-28,Andhra Pradesh,116.0
2014-08-29,Andhra Pradesh,114.4
2014-08-30,Andhra Pradesh,119.9
2014-08-31,Andhra Pradesh,120.8
2014-09-01,Andhra Pradesh,124.8
2014-09-02,Andhra Pradesh,130.2
2014-09-03,Andhra Pradesh,136.4
2014-09-04,Andhra Pradesh,136.3
2014-09-05,Andhra Pradesh,135.8
2014-09-06,Andhra Pradesh,126.3
2014-09-07,Andhra Pradesh,123.5
2014-09-08,Andhra Pradesh,130.9
2014-09-09,Andhra Pradesh,134.2
2014-09-10,Andhra Pradesh,141.0
2014-09-11,Andhra Pradesh,140.1
2014-09-12,Andhra Pradesh,142.1
2014-09-13,Andhra Pradesh,139.3
2014-09-14,Andhra Pradesh,137.7
2014-09-15,Andhra Pradesh,134.8
2014-09-16,Andhra Pradesh,128.8
2014-09-17,Andhra Pradesh,125.7
2014-09-18,Andhra Pradesh,125.7
2014-09-19,Andhra Pradesh,129.7
2014-09-20,Andhra Pradesh,129.1
2014-09-21,Andhra Pradesh,125.0
2014-09-22,Andhra Pradesh,127.1
2014-09-23,Andhra Pradesh,133.5
2014-09-24,Andhra Pradesh,134.4
2014-09-25,Andhra Pradesh,134.9
2014-09-26,Andhra Pradesh,137.6
2014-09-27,Andhra Pradesh,137.2
2014-09-28,Andhra Pradesh,136.2
2014-09-29,Andhra Pradesh,138.4
2014-09-30,Andhra Pradesh,143.9
2014-10-01,Andhra Pradesh,146.8
2014-10-02,Andhra Pradesh,142.2
2014-10-03,Andhra Pradesh,139.7
2014-10-04,Andhra Pradesh,144.1
2014-10-05,Andhra Pradesh,145.6
2014-10-06,Andhra Pradesh,140.4
2014-10-07,Andhra Pradesh,139.0
2014-10-08,Andhra Pradesh,138.9
2014-10-09,Andhra Pradesh,138.0
2014-10-10,Andhra Pradesh,138.4
2014-10-11,Andhra Pradesh,133.6
2014-10-12,Andhra Pradesh,108.5
2014-10-13,Andhra Pradesh,109.2
2014-10-14,Andhra Pradesh,114.0
2014-10-15,Andhra Pradesh,117.6
2014-10-16,Andhra Pradesh,120.4
2014-10-17,Andhra Pradesh,122.1
2014-10-18,Andhra Pradesh,120.3
2014-10-19,Andhra Pradesh,112.6
2014-10-20,Andhra Pradesh,113.9
2014-10-21,Andhra Pradesh,120.7
2014-10-22,Andhra Pradesh,120.2
2014-10-23,Andhra Pradesh,106.6
2014-10-24,Andhra Pradesh,115.4
2014-10-25,Andhra Pradesh,120.8
2014-10-26,Andhra Pradesh,104.8
2014-10-27,Andhra Pradesh,101.2
2014-10-28,Andhra Pradesh,105.3
2014-10-29,Andhra Pradesh,115.7
2014-10-30,Andhra Pradesh,114.6
2014-10-31,Andhra Pradesh,122.4
2014-11-01,Andhra Pradesh,122.8
2014-11-02,Andhra Pradesh,119.4
2014-11-03,Andhra Pradesh,122.9
2014-11-04,Andhra Pradesh,127.7
2014-11-05,Andhra Pradesh,126.2
2014-11-06,Andhra Pradesh,126.2
2014-11-07,Andhra Pradesh,127.9
2014-11-08,Andhra Pradesh,133.0
2014-11-09,Andhra Pradesh,125.7
2014-11-10,Andhra Pradesh,127.3
2014-11-11,Andhra Pradesh,129.6
2014-11-12,Andhra Pradesh,130.6
2014-11-13,Andhra Pradesh,120.4
2014-11-14,Andhra Pradesh,118.8
2014-11-15,Andhra Pradesh,124.5
2014-11-16,Andhra Pradesh,124.7
2014-11-17,Andhra Pradesh,129.0
2014-11-18,Andhra Pradesh,130.8
2014-11-19,Andhra Pradesh,125.5
2014-11-20,Andhra Pradesh,130.4
2014-11-21,Andhra Pradesh,129.6
2014-11-22,Andhra Pradesh,131.7
2014-11-23,Andhra Pradesh,129.4
2014-11-24,Andhra Pradesh,132.6
2014-11-25,Andhra Pradesh,129.6
2014-11-26,Andhra Pradesh,131.3
2014-11-27,Andhra Pradesh,131.0
2014-11-28,Andhra Pradesh,129.4
2014-11-29,Andhra Pradesh,124.4
2014-11-30,Andhra Pradesh,128.4
2014-12-01,Andhra Pradesh,128.0
2014-12-02,Andhra Pradesh,133.6
2014-12-03,Andhra Pradesh,133.0
2014-12-04,Andhra Pradesh,132.6
2014-12-05,Andhra Pradesh,135.1
2014-12-06,Andhra Pradesh,135.0
2014-12-07,Andhra Pradesh,131.7
2014-12-08,Andhra Pradesh,135.3
2014-12-09,Andhra Pradesh,139.0
2014-12-10,Andhra Pradesh,137.7
2014-12-11,Andhra Pradesh,134.2
2014-12-12,Andhra Pradesh,129.4
2014-12-13,Andhra Pradesh,129.3
2014-12-15,Andhra Pradesh,132.1
2014-12-16,Andhra Pradesh,136.6
2014-12-17,Andhra Pradesh,133.0
2014-12-18,Andhra Pradesh,131.3
2014-12-19,Andhra Pradesh,129.9
2014-12-20,Andhra Pradesh,130.0
2014-12-21,Andhra Pradesh,127.6
2014-12-22,Andhra Pradesh,132.5
2014-12-23,Andhra Pradesh,128.9
2014-12-24,Andhra Pradesh,125.0
2014-12-25,Andhra Pradesh,130.8
2014-12-26,Andhra Pradesh,129.3
2014-12-27,Andhra Pradesh,127.6
2014-12-28,Andhra Pradesh,129.8
2014-12-29,Andhra Pradesh,125.5
2014-12-30,Andhra Pradesh,125.2
2014-12-31,Andhra Pradesh,129.8
2015-01-01,Andhra Pradesh,131.5
2015-01-02,Andhra Pradesh,135.5
2015-01-03,Andhra Pradesh,135.8
2015-01-04,Andhra Pradesh,136.8
2015-01-05,Andhra Pradesh,138.3
2015-01-06,Andhra Pradesh,138.8
2015-01-07,Andhra Pradesh,137.3
2015-01-08,Andhra Pradesh,138.0
2015-01-09,Andhra Pradesh,135.2
2015-01-10,Andhra Pradesh,135.9
2015-01-11,Andhra Pradesh,131.1
2015-01-12,Andhra Pradesh,132.7
2015-01-13,Andhra Pradesh,137.0
2015-01-14,Andhra Pradesh,134.4
2015-01-15,Andhra Pradesh,127.4
2015-01-16,Andhra Pradesh,125.2
2015-01-17,Andhra Pradesh,128.7
2015-01-18,Andhra Pradesh,127.6
2015-01-19,Andhra Pradesh,131.7
2015-01-20,Andhra Pradesh,134.9
2015-01-21,Andhra Pradesh,134.2
2015-01-22,Andhra Pradesh,136.6
2015-01-23,Andhra Pradesh,139.8
2015-01-24,Andhra Pradesh,137.1
2015-01-25,Andhra Pradesh,137.0
2015-01-26,Andhra Pradesh,134.6
2015-01-27,Andhra Pradesh,137.3
2015-01-28,Andhra Pradesh,140.0
2015-01-29,Andhra Pradesh,139.4
2015-01-30,Andhra Pradesh,140.6
2015-01-31,Andhra Pradesh,141.1
2015-02-01,Andhra Pradesh,138.1
2015-02-02,Andhra Pradesh,137.4
2015-02-03,Andhra Pradesh,138.2
2015-02-04,Andhra Pradesh,137.4
2015-02-05,Andhra Pradesh,139.2
2015-02-06,Andhra Pradesh,141.0
2015-02-07,Andhra Pradesh,143.3
2015-02-08,Andhra Pradesh,140.7
2015-02-09,Andhra Pradesh,142.1
2015-02-10,Andhra Pradesh,145.4
2015-02-11,Andhra Pradesh,143.0
2015-02-12,Andhra Pradesh,140.5
2015-02-13,Andhra Pradesh,143.6
2015-02-14,Andhra Pradesh,143.0
2015-02-15,Andhra Pradesh,142.9
2015-02-16,Andhra Pradesh,144.2
